stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
1AARD,5009,"AVRILLE - ARDENNE",,47.511510,-0.596150,,,0,zone_AVRILLE_-_ARDENNE,,1
1ACAS,16233,"ACACIAS",,47.503662,-0.586485,,,0,zone_ACACIAS,,1
1BAMA,24604,"BAMAKO",,47.452231,-0.556340,,,0,zone_BAMAKO,,1
1BASC,4827,"BASCULE",,47.508797,-0.591643,,,0,zone_BASCULE,,1
1BMAI,16196,"BERGES DE MAINE",,47.479251,-0.549497,,,0,zone_BERGES_DE_MAINE,,1
1BOTA,24128,"TERRA BOTANICA",,47.494143,-0.574887,,,0,zone_TERRA_BOTANICA,,1
1BROY,32629,"BOIS DU ROY",,47.499656,-0.583290,,,0,zone_BOIS_DU_ROY,,1
1CAPU,29904,"CAPUCINS",,47.486972,-0.555014,,,0,zone_CAPUCINS,,1
1FMBL,11327,"FOCH MAISON BLEUE",,47.469026,-0.549513,,,0,zone_FOCH_MAISON_BLEUE,,1
1HARA,24652,"FOCH HARAS",,47.466817,-0.552566,,,0,zone_FOCH_HARAS,,1
1HOPA,24731,"CHU - HOPITAL",,47.481483,-0.553866,,,0,zone_CHU_-_HOPITAL,,1
1HSAU,3016,"HAUTS DE SAINT AUBIN",,47.492137,-0.560448,,,0,zone_HAUTS_DE_SAINT_AUBIN,,1
1JE23,24624,"JEAN XXIII",,47.448556,-0.562908,,,0,zone_JEAN_XXIII,,1
1JMOU,4159,"JEAN MOULIN",,47.490537,-0.552074,,,0,zone_JEAN_MOULIN,,1
1JVIL,20509,"JEAN VILAR",,47.444925,-0.562352,,,0,zone_JEAN_VILAR,,1
1LAFA,31950,"PLACE LA FAYETTE",,47.460867,-0.554739,,,0,zone_PLACE_LA_FAYETTE,,1
1LGAR,20910,"LES GARES",,47.464476,-0.555479,,,0,zone_LES_GARES,,1
1MOLI,2492,"MOLIERE",,47.474151,-0.554783,,,0,zone_MOLIERE,,1
1PMAY,17915,"PLATEAU DE MAYENNE",,47.495756,-0.580181,,,0,zone_PLATEAU_DE_MAYENNE,,1
1RALL,24847,"RALLIEMENT",,47.471211,-0.551782,,,0,zone_RALLIEMENT,,1
1SERG,4712,"SAINT SERGE UNIVERSITE",,47.476855,-0.551372,,,0,zone_SAINT_SERGE_UNIVERSITE,,0
1STGI,23494,"SAINT GILLES",,47.506466,-0.589496,,,0,zone_SAINT_GILLES,,1
1STRA,7319,"STRASBOURG",,47.456849,-0.554136,,,0,zone_STRASBOURG,,1
1VERN,25220,"VERNEAU TRAM",,47.492362,-0.567312,,,0,zone_VERNEAU_TRAM,,1
2ACAS,12080,"ACACIAS",,47.503739,-0.586277,,,0,zone_ACACIAS,,1
2ANRO,32091,"ANGERS - ROSERAIE",,47.443964,-0.553981,,,0,zone_ANGERS_-_ROSERAIE,,1
2BAMA,30251,"BAMAKO",,47.452179,-0.556271,,,0,zone_BAMAKO,,1
2BASC,3822,"BASCULE",,47.508797,-0.591643,,,0,zone_BASCULE,,1
2BMAI,28864,"BERGES DE MAINE",,47.479325,-0.549421,,,0,zone_BERGES_DE_MAINE,,1
2BOTA,22213,"TERRA BOTANICA",,47.494275,-0.575013,,,0,zone_TERRA_BOTANICA,,1
2BROY,31784,"BOIS DU ROY",,47.499715,-0.583108,,,0,zone_BOIS_DU_ROY,,1
2CAPU,3726,"CAPUCINS",,47.486938,-0.554933,,,0,zone_CAPUCINS,,1
2FMBL,3788,"FOCH MAISON BLEUE",,47.469087,-0.549596,,,0,zone_FOCH_MAISON_BLEUE,,1
2HARA,14426,"FOCH HARAS",,47.466764,-0.552510,,,0,zone_FOCH_HARAS,,1
2HOPA,13445,"CHU - HOPITAL",,47.481483,-0.553866,,,0,zone_CHU_-_HOPITAL,,1
2HSAU,29280,"HAUTS DE SAINT AUBIN",,47.492209,-0.560452,,,0,zone_HAUTS_DE_SAINT_AUBIN,,1
2JE23,30963,"JEAN XXIII",,47.448521,-0.562853,,,0,zone_JEAN_XXIII,,1
2JMOU,14673,"JEAN MOULIN",,47.490514,-0.551940,,,0,zone_JEAN_MOULIN,,1
2JVIL,4486,"JEAN VILAR",,47.444918,-0.562259,,,0,zone_JEAN_VILAR,,1
2LAFA,15573,"PLACE LA FAYETTE",,47.460867,-0.554739,,,0,zone_PLACE_LA_FAYETTE,,1
2LGAR,11515,"LES GARES",,47.464478,-0.555373,,,0,zone_LES_GARES,,1
2MOLI,5543,"MOLIERE",,47.474218,-0.554614,,,0,zone_MOLIERE,,1
2PMAY,4961,"PLATEAU DE MAYENNE",,47.495805,-0.580011,,,0,zone_PLATEAU_DE_MAYENNE,,1
2RALL,22040,"RALLIEMENT",,47.471285,-0.551680,,,0,zone_RALLIEMENT,,1
2SERG,8368,"SAINT SERGE UNIVERSITE",,47.476813,-0.551276,,,0,zone_SAINT_SERGE_UNIVERSITE,,0
2STGI,31945,"SAINT GILLES",,47.506515,-0.589365,,,0,zone_SAINT_GILLES,,1
2STRA,16728,"STRASBOURG",,47.457472,-0.554090,,,0,zone_STRASBOURG,,1
2VERN,13983,"VERNEAU TRAM",,47.492443,-0.567304,,,0,zone_VERNEAU_TRAM,,1
AAMIPI,32237,"AMIPI",,47.463706,-0.626649,,,0,zone_AMIPI,,0
AAMIPI-E,28632,"AMIPI",,47.463779,-0.626664,,,0,zone_AMIPI,,0
AARD-7C,562,"AVRILLE - ARDENNE",,47.511061,-0.595373,,,0,zone_AVRILLE_-_ARDENNE,,1
AARD-7E,27206,"AVRILLE - ARDENNE",,47.511986,-0.596535,,,0,zone_AVRILLE_-_ARDENNE,,1
ABI,180,"AVICENNE",,47.481310,-0.688481,,,0,zone_AVICENNE,,0
ABI-E,931,"AVICENNE",,47.481227,-0.688860,,,0,zone_AVICENNE,,0
ACADEMIE,913399,"ACADEMIE",,47.467582,-0.559105,,,0,zone_ACADEMIE,,0
ACAD-PLA,33737,"ACADEMIE",,47.468355,-0.558750,,,0,zone_ACADEMIE,,0
ACAS-7C,9581,"ACACIAS",,47.502728,-0.585677,,,0,zone_ACACIAS,,0
ACAS-7E,19485,"ACACIAS",,47.503235,-0.585904,,,0,zone_ACACIAS,,0
ADEZIERE,1649,"AVRILLE ADEZIERE",,47.504918,-0.605111,,,0,zone_AVRILLE_ADEZIERE,,1
AIGREFOI,805210,"AIGREFOIN",,47.473271,-0.439669,,,0,zone_AIGREFOIN,,0
ALEROY,16814,"ANDRE LEROY",,47.464498,-0.548546,,,0,zone_ANDRE_LEROY,,1
ALLARD,27879,"ALLARD",,47.449623,-0.538895,,,0,zone_ALLARD,,1
ALLARD-E,5528,"ALLARD",,47.448916,-0.538647,,,0,zone_ALLARD,,1
ALLEMA-E,9078,"ALLEMAGNE",,47.528007,-0.599936,,,0,zone_ALLEMAGNE,,1
ALLEMAGN,7193,"ALLEMAGNE",,47.526691,-0.601943,,,0,zone_ALLEMAGNE,,1
ALLONN-E,5460,"ALLONNEAU",,47.485222,-0.526929,,,0,zone_ALLONNEAU,,1
ALLONNEA,16562,"ALLONNEAU",,47.485156,-0.527018,,,0,zone_ALLONNEAU,,1
ALLUME-E,6636,"ALLUMETTES",,47.445034,-0.502213,,,0,zone_ALLUMETTES,,0
ALLUMETT,15447,"ALLUMETTES",,47.445142,-0.502320,,,0,zone_ALLUMETTES,,0
ANAFRA-E,882585,"ANATOLE FRANCE",,47.531356,-0.613781,,,0,zone_ANATOLE_FRANCE,,1
ANAFRAN,345518,"ANATOLE FRANCE",,47.531121,-0.613717,,,0,zone_ANATOLE_FRANCE,,1
ANBRUE-E,648185,"ANDRE BRUEL",,47.526706,-0.467992,,,0,zone_ANDRE_BRUEL,,1
ANBRUEL,491458,"ANDRE BRUEL",,47.526561,-0.468102,,,0,zone_ANDRE_BRUEL,,1
ANDALA-E,587106,"GRAND LAUNAY",,47.461947,-0.387219,,,0,zone_GRAND_LAUNAY,,0
ANDALAUN,544772,"GRAND LAUNAY",,47.461900,-0.387385,,,0,zone_GRAND_LAUNAY,,0
ANDAMA-E,319038,"ANDARD MAIRIE",,47.456557,-0.397699,,,0,zone_ANDARD_MAIRIE,,0
ANDAMAIR,383609,"ANDARD MAIRIE",,47.456494,-0.398196,,,0,zone_ANDARD_MAIRIE,,0
ANDARE-E,503720,"REZEAU",,47.466883,-0.381880,,,0,zone_REZEAU,,0
ANDARESA,293715,"REZEAU",,47.467917,-0.378972,,,0,zone_REZEAU,,0
ANFRANCK,6103,"ANNE FRANK",,47.463559,-0.537808,,,0,zone_ANNE_FRANK,,1
ANFRAN-E,7909,"ANNE FRANK",,47.463463,-0.537668,,,0,zone_ANNE_FRANK,,1
ANLERO-E,14800,"ANDRE LEROY",,47.464710,-0.549014,,,0,zone_ANDRE_LEROY,,1
ANLEROY,29097,"ANDRE LEROY",,47.464588,-0.548259,,,0,zone_ANDRE_LEROY,,1
ANRO-11C,7919,"ANGERS - ROSERAIE",,47.444921,-0.551629,,,0,zone_ANGERS_-_ROSERAIE,,0
ANRO-11E,17931,"ANGERS - ROSERAIE",,47.444877,-0.551827,,,0,zone_ANGERS_-_ROSERAIE,,0
ANRO-5A,17458,"ANGERS - ROSERAIE",,47.443977,-0.553905,,,0,zone_ANGERS_-_ROSERAIE,,1
ANRO-5B,12151,"ANGERS - ROSERAIE",,47.443826,-0.553682,,,0,zone_ANGERS_-_ROSERAIE,,1
APPENT-E,20678,"APPENTIS",,47.445235,-0.546590,,,0,zone_APPENTIS,,1
APPENTIS,30879,"APPENTIS",,47.445471,-0.546247,,,0,zone_APPENTIS,,1
AQUA-A5A,17213,"AQUAVITA - CIRCULAIRE SENS A",,47.493383,-0.565344,,,0,zone_AQUAVITA_-_CIRCULAIRE_SENS_A,,1
AQUA-A5B,961964,"AQUAVITA - CIRCULAIRE SENS B",,47.493897,-0.565311,,,0,zone_AQUAVITA_-_CIRCULAIRE_SENS_B,,1
AQUA-D5A,55947,"AQUAVITA - CIRCULAIRE SENS A",,47.493401,-0.565330,,,0,zone_AQUAVITA_-_CIRCULAIRE_SENS_A,,1
AQUAVITA,52941,"AQUAVITA",,47.493897,-0.565311,,,0,zone_AQUAVITA,,1
AQUIT11,462834,"ALIENOR D'AQUITAINE",,47.462811,-0.614874,,,0,zone_ALIENOR_D'AQUITAINE,,1
AQUITA-E,14482,"ALIENOR D'AQUITAINE",,47.463010,-0.615095,,,0,zone_ALIENOR_D'AQUITAINE,,1
AQVI-D5B,96211,"AQUAVITA - CIRCULAIRE SENS B",,47.493405,-0.565512,,,0,zone_AQUAVITA_-_CIRCULAIRE_SENS_B,,1
ARAGO-E,26055,"ARAGON",,47.471741,-0.567496,,,0,zone_ARAGON,,0
ARAGON,25304,"ARAGON",,47.471647,-0.567014,,,0,zone_ARAGON,,0
ARBORE-E,21951,"ARBORETUM",,47.449393,-0.544329,,,0,zone_ARBORETUM,,1
ARBORETU,32544,"ARBORETUM",,47.449329,-0.544227,,,0,zone_ARBORETUM,,1
ARCAD-E,17259,"ARCADES",,47.507207,-0.516602,,,0,zone_ARCADES,,0
ARCADES,24569,"ARCADES",,47.506796,-0.516918,,,0,zone_ARCADES,,0
ARCEAU,15889,"ARCEAU",,47.471050,-0.519755,,,0,zone_ARCEAU,,1
ARCEAU-E,16444,"ARCEAU",,47.471003,-0.519810,,,0,zone_ARCEAU,,1
AROBA-E,31354,"AROBASE",,47.464041,-0.531683,,,0,zone_AROBASE,,0
AROBASE,21097,"AROBASE",,47.464503,-0.531562,,,0,zone_AROBASE,,0
ARTAUD,22172,"ARTAUD",,47.434033,-0.611012,,,0,zone_ARTAUD,,1
ARTAUD-E,14855,"ARTAUD",,47.433325,-0.610844,,,0,zone_ARTAUD,,1
ATHLET-E,12108,"ATHLETIS",,47.441445,-0.528397,,,0,zone_ATHLETIS,,1
ATHLETIS,30156,"ATHLETIS",,47.441681,-0.528078,,,0,zone_ATHLETIS,,1
ATOLL,21638,"L'ATOLL",,47.483068,-0.632233,,,0,zone_L'ATOLL,,0
ATOLL AR,673486,"BEAUCOUZE L'ATOLL",,47.484244,-0.626442,,,0,zone_BEAUCOUZE_L'ATOLL,,1
ATOLLBEA,20041,"BEAUCOUZE L'ATOLL",,47.484244,-0.626442,,,0,zone_BEAUCOUZE_L'ATOLL,,1
ATOLL-E,43346,"L'ATOLL",,47.483160,-0.632533,,,0,zone_L'ATOLL,,0
ATSVILLE,329831,"ECOLE ACCUEIL VILLEVEQUE",,47.561573,-0.421014,,,0,zone_ECOLE_ACCUEIL_VILLEVEQUE,,0
AUBEPI-E,9385,"AUBEPINE",,47.461579,-0.495885,,,0,zone_AUBEPINE,,1
AUBEPINE,8536,"AUBEPINE",,47.461703,-0.495994,,,0,zone_AUBEPINE,,1
AUBERD-E,830731,"AUBERDERIE",,47.537970,-0.478530,,,0,zone_AUBERDERIE,,0
AUBERDER,747618,"AUBERDERIE",,47.537920,-0.478750,,,0,zone_AUBERDERIE,,0
AUBRIA-E,16914,"AUBRIAIS",,47.515758,-0.667603,,,0,zone_AUBRIAIS,,0
AUBRIAIS,18000,"AUBRIAIS",,47.516063,-0.667862,,,0,zone_AUBRIAIS,,0
AUBRY,7225,"AUBRY",,47.440962,-0.552265,,,0,zone_AUBRY,,0
AUBRY-E,48579,"AUBRY",,47.441773,-0.552160,,,0,zone_AUBRY,,0
AULNAI-E,172702,"LES AULNAIES",,47.586900,-0.439870,,,0,zone_LES_AULNAIES,,0
AULNAIES,193602,"LES AULNAIES",,47.586810,-0.439760,,,0,zone_LES_AULNAIES,,0
AULNERIE,937759,"AULNERIE",,47.587410,-0.492940,,,0,zone_AULNERIE,,0
AURI-A5B,173687,"AURIOL",,47.490648,-0.564589,,,0,zone_AURIOL,,1
AUTHIO-E,24408,"AUTHION",,47.431520,-0.528911,,,0,zone_AUTHION,,1
AUTHION,22482,"AUTHION",,47.431496,-0.528522,,,0,zone_AUTHION,,1
AUTRIC-E,30185,"AUTRICHE",,47.522954,-0.609377,,,0,zone_AUTRICHE,,1
AUTRICH,18326,"AUTRICHE",,47.522954,-0.609923,,,0,zone_AUTRICHE,,1
AUVERG-E,3123,"AUVERGNE",,47.490211,-0.530079,,,0,zone_AUVERGNE,,1
AUVERGNE,2306,"AUVERGNE",,47.489544,-0.530773,,,0,zone_AUVERGNE,,1
AVALOU-E,119328,"AVALOUP",,47.456850,-0.436967,,,0,zone_AVALOUP,,0
AVALOUP,351192,"AVALOUP",,47.456812,-0.437072,,,0,zone_AVALOUP,,0
AVENEU-E,3623,"AVENUE DE L'EUROPE",,47.528246,-0.594825,,,0,zone_AVENUE_DE_L'EUROPE,,1
AVENEURO,31525,"AVENUE DE L'EUROPE",,47.527908,-0.595778,,,0,zone_AVENUE_DE_L'EUROPE,,1
BAHONN-E,1159,"BAHONNEAU",,47.453073,-0.483161,,,0,zone_BAHONNEAU,,0
BAHONNEA,26142,"BAHONNEAU",,47.452824,-0.483328,,,0,zone_BAHONNEAU,,0
BALANDE,29121,"BASSE LANDE",,47.505123,-0.594881,,,0,zone_BASSE_LANDE,,1
BALAND-E,30198,"BASSE LANDE",,47.505468,-0.595414,,,0,zone_BASSE_LANDE,,1
BALLOUR,23505,"BALLOUR",,47.483196,-0.562431,,,0,zone_BALLOUR,,0
BANCHA-E,25865,"BANCHAIS",,47.485527,-0.511799,,,0,zone_BANCHAIS,,1
BANCHAIS,25147,"BANCHAIS",,47.485247,-0.512136,,,0,zone_BANCHAIS,,1
BANCST-E,2573,"BANCHAIS",,47.485863,-0.512459,,,0,zone_BANCHAIS,,0
BANCSTMA,20610,"BANCHAIS",,47.485886,-0.512371,,,0,zone_BANCHAIS,,0
BARBOT-E,1092,"BARBOTTERIE",,47.400597,-0.524957,,,0,zone_BARBOTTERIE,,1
BARBOTER,24521,"BARBOTTERIE",,47.400460,-0.524823,,,0,zone_BARBOTTERIE,,1
BARON AR,22071,"SAINT AUBIN LA SALLE",,47.489725,-0.503600,,,0,zone_SAINT_AUBIN_LA_SALLE,,0
BARONERI,30230,"SAINT AUBIN LA SALLE",,47.489421,-0.503178,,,0,zone_SAINT_AUBIN_LA_SALLE,,0
BARONN-E,693977,"SAINT AUBIN LA SALLE",,47.489307,-0.504060,,,0,zone_SAINT_AUBIN_LA_SALLE,,1
BARONNER,2861,"SAINT AUBIN LA SALLE",,47.489307,-0.504060,,,0,zone_SAINT_AUBIN_LA_SALLE,,1
BARRA,21480,"BARRA",,47.483714,-0.563865,,,0,zone_BARRA,,1
BARRA -E,2442,"BARRA",,47.483829,-0.563788,,,0,zone_BARRA,,1
BASCHE-E,884139,"BASSE CHESNAIE",,47.573732,-0.675781,,,0,zone_BASSE_CHESNAIE,,0
BASCHESN,652997,"BASSE CHESNAIE",,47.573732,-0.675781,,,0,zone_BASSE_CHESNAIE,,0
BASMOR-E,8169,"BAS MORTIER",,47.515382,-0.474505,,,0,zone_BAS_MORTIER,,1
BASMORTI,7483,"BAS MORTIER",,47.515350,-0.474597,,,0,zone_BAS_MORTIER,,1
BAUDON,289578,"BAUDON",,47.539400,-0.579170,,,0,zone_BAUDON,,0
BAUDON-E,732813,"BAUDON",,47.539220,-0.579270,,,0,zone_BAUDON,,0
BAUDRA-E,11299,"BAUDRAIRIE",,47.437839,-0.507533,,,0,zone_BAUDRAIRIE,,1
BAUDRAI,19950,"BAUDRAIRIE",,47.437881,-0.507132,,,0,zone_BAUDRAIRIE,,1
BAUNBR-E,58353,"CHÂTEAU DE BRIANÇON",,47.503403,-0.351861,,,0,zone_CHÂTEAU_DE_BRIANÇON,,0
BAUNBRIA,109894,"CHÂTEAU DE BRIANÇON",,47.503485,-0.351535,,,0,zone_CHÂTEAU_DE_BRIANÇON,,0
BAUNCE-E,928925,"BAUNE CENTRE RD 116",,47.499358,-0.318355,,,0,zone_BAUNE_CENTRE_RD_116,,0
BAUNCENT,353041,"BAUNE CENTRE RD 116",,47.499406,-0.318603,,,0,zone_BAUNE_CENTRE_RD_116,,0
BAUNEC-E,442256,"BAUNE ECOLE PUBLIQUE",,47.498267,-0.318984,,,0,zone_BAUNE_ECOLE_PUBLIQUE,,0
BAUNECOL,766671,"BAUNE ECOLE PUBLIQUE",,47.498267,-0.318984,,,0,zone_BAUNE_ECOLE_PUBLIQUE,,0
BBMAT,11748,"MAISON DE TECHNOPOLE",,47.478291,-0.606260,,,0,zone_MAISON_DE_TECHNOPOLE,,1
BBRANC-E,27533,"BELLEBRANCHE",,47.528223,-0.528222,,,0,zone_BELLEBRANCHE,,1
BBRANCHE,22762,"BELLEBRANCHE",,47.528137,-0.528277,,,0,zone_BELLEBRANCHE,,1
BEADI-AR,10612,"MAIRIE DE BEAUCOUZE",,47.474611,-0.632113,,,0,zone_MAIRIE_DE_BEAUCOUZE,,0
BEADIM,8391,"MAIRIE DE BEAUCOUZE",,47.474611,-0.632113,,,0,zone_MAIRIE_DE_BEAUCOUZE,,0
BEAUC AR,29830,"BEAUCOUZE HAUTE ROCHE",,47.470316,-0.625143,,,0,zone_BEAUCOUZE_HAUTE_ROCHE,,0
BEAUCOUZ,28687,"BEAUCOUZE HAUTE ROCHE",,47.470281,-0.625114,,,0,zone_BEAUCOUZE_HAUTE_ROCHE,,0
BEAUFI-E,2771,"BEAUMANOIR",,47.451890,-0.510475,,,0,zone_BEAUMANOIR,,0
BEAULI-E,12880,"BEAULIEU",,47.495504,-0.436678,,,0,zone_BEAULIEU,,0
BEAULIEU,4126,"BEAULIEU",,47.495502,-0.437021,,,0,zone_BEAULIEU,,0
BEAUMAN,27618,"BEAUMANOIR",,47.451621,-0.510432,,,0,zone_BEAUMANOIR,,0
BEAUM-E,3588,"BEAUMANOIR",,47.451403,-0.510767,,,0,zone_BEAUMANOIR,,0
BEAURE-E,6393,"BEAUREPAIRE",,47.473907,-0.559496,,,0,zone_BEAUREPAIRE,,0
BEAUREPA,15816,"BEAUREPAIRE",,47.474032,-0.559665,,,0,zone_BEAUREPAIRE,,0
BEAUVA-E,11101,"BEAUVAL",,47.451691,-0.551240,,,0,zone_BEAUVAL,,0
BEAUVAL,9892,"BEAUVAL",,47.452808,-0.553184,,,0,zone_BEAUVAL,,0
BECKE,58108,"BECKER",,47.538845,-0.622039,,,0,zone_BECKER,,1
BECK-E,67197,"BECKER",,47.538839,-0.622120,,,0,zone_BECKER,,1
BEDAUD-E,5506,"BEDAUDIERE",,47.501364,-0.393624,,,0,zone_BEDAUDIERE,,0
BEDAUDIE,26883,"BEDAUDIERE",,47.501299,-0.395064,,,0,zone_BEDAUDIERE,,0
BEDIER,16246,"BEDIER",,47.450114,-0.552667,,,0,zone_BEDIER,,0
BEDIER-E,14067,"BEDIER",,47.449915,-0.552695,,,0,zone_BEDIER,,0
BELAIR,17130,"BEL AIR",,47.529863,-0.606978,,,0,zone_BEL_AIR,,1
BELAIR-E,15243,"BEL AIR",,47.529855,-0.607285,,,0,zone_BEL_AIR,,1
BELFON-E,32395,"MAISON DES ARTS",,47.471753,-0.537337,,,0,zone_MAISON_DES_ARTS,,1
BELFONTA,31709,"MAISON DES ARTS",,47.471814,-0.537742,,,0,zone_MAISON_DES_ARTS,,1
BELLAN-E,32424,"BELLANGERIE",,47.482306,-0.684555,,,0,zone_BELLANGERIE,,0
BELLANGE,8582,"BELLANGERIE",,47.482247,-0.684903,,,0,zone_BELLANGERIE,,0
BELLCO-E,536209,"BELLEVUE CORNE",,47.473559,-0.346394,,,0,zone_BELLEVUE_CORNE,,0
BELLCORN,275985,"BELLEVUE CORNE",,47.473574,-0.346331,,,0,zone_BELLEVUE_CORNE,,0
BELLVUTR,30214,"BELLEVUE",,47.448185,-0.506870,,,0,zone_BELLEVUE,,1
BELNOUE,672416,"BELLENOUE",,47.420576,-0.300958,,,0,zone_BELLENOUE,,0
BELOEI-E,15961,"BEL OEIL",,47.427037,-0.556703,,,0,zone_BEL_OEIL,,0
BELOEIL,7658,"BEL OEIL",,47.426786,-0.556699,,,0,zone_BEL_OEIL,,0
BELPOU-E,21861,"BELLE POULE",,47.428462,-0.527619,,,0,zone_BELLE_POULE,,0
BELPOULE,21306,"BELLE POULE",,47.427804,-0.527207,,,0,zone_BELLE_POULE,,0
BELVTR-E,29169,"BELLEVUE",,47.447894,-0.507986,,,0,zone_BELLEVUE,,1
BENE,3624,"MONTREUIL JUIGNE - BENE",,47.541127,-0.609576,,,0,zone_MONTREUIL_JUIGNE_-_BENE,,1
BENE-E,27645,"MONTREUIL JUIGNE - BENE",,47.541124,-0.609497,,,0,zone_MONTREUIL_JUIGNE_-_BENE,,1
BEURRI-E,23326,"BEURRIERE",,47.497355,-0.589257,,,0,zone_BEURRIERE,,1
BEURRIER,21726,"BEURRIERE",,47.497569,-0.589525,,,0,zone_BEURRIERE,,1
BIAIS,889875,"BIAIS",,47.584700,-0.539310,,,0,zone_BIAIS,,0
BIAIS-E,841213,"BIAIS",,47.584790,-0.539520,,,0,zone_BIAIS,,0
BICHO.-E,991,"BICHON",,47.479365,-0.564699,,,0,zone_BICHON,,1
BICHON,27019,"BICHON",,47.478770,-0.564281,,,0,zone_BICHON,,1
BICHON.,7036,"BICHON",,47.479321,-0.564773,,,0,zone_BICHON,,1
BICHON-E,20435,"BICHON",,47.479221,-0.563609,,,0,zone_BICHON,,1
BIGOT-E,21778,"BIGOT",,47.482359,-0.560836,,,0,zone_BIGOT,,1
BIOP-E,48952,"BIOPOLE",,47.482039,-0.496280,,,0,zone_BIOPOLE,,1
BIOPOL,13485,"BIOPOLE",,47.482228,-0.496550,,,0,zone_BIOPOLE,,1
BIRGTEC,17769,"BIRGE",,47.474712,-0.519845,,,0,zone_BIRGE,,1
BIRGTE-E,13020,"BIRGE",,47.475216,-0.519832,,,0,zone_BIRGE,,1
BLANDEAU,7587,"BLANDEAU",,47.457521,-0.543354,,,0,zone_BLANDEAU,,1
BLANDE-E,2217,"BLANDEAU",,47.457387,-0.543178,,,0,zone_BLANDEAU,,1
BLERIO-E,3197,"BLERIOT",,47.486170,-0.563486,,,0,zone_BLERIOT,,1
BLERIOT,22166,"BLERIOT",,47.485933,-0.563579,,,0,zone_BLERIOT,,1
BLITOU-E,8054,"BLITOURNE",,47.527416,-0.434127,,,0,zone_BLITOURNE,,0
BLITOURN,8555,"BLITOURNE",,47.527097,-0.434247,,,0,zone_BLITOURNE,,0
BMAI-9C,14427,"BERGES DE MAINE",,47.478776,-0.549617,,,0,zone_BERGES_DE_MAINE,,1
BMAI-9E,11244,"BERGES DE MAINE",,47.478504,-0.548914,,,0,zone_BERGES_DE_MAINE,,1
BMARZE-E,10489,"BASSE MARZELLE",,47.341750,-0.525000,,,0,zone_BASSE_MARZELLE,,0
BMARZELL,29922,"BASSE MARZELLE",,47.341794,-0.524850,,,0,zone_BASSE_MARZELLE,,0
BMOTTE,25850,"BELLE MOTTE",,47.531064,-0.516539,,,0,zone_BELLE_MOTTE,,1
BMOTTE-E,11002,"BELLE MOTTE",,47.530991,-0.516433,,,0,zone_BELLE_MOTTE,,1
BODINI-E,298774,"BODINIERE",,47.585330,-0.447800,,,0,zone_BODINIERE,,0
BODINIER,906273,"BODINIERE",,47.585270,-0.447780,,,0,zone_BODINIERE,,0
BOHABRAI,38658,"ROUTE DE BRAIN",,47.421405,-0.399225,,,0,zone_ROUTE_DE_BRAIN,,0
BOHABR-E,377290,"ROUTE DE BRAIN",,47.421431,-0.399146,,,0,zone_ROUTE_DE_BRAIN,,0
BOHACE-E,374732,"CENDREUSE",,47.422391,-0.385045,,,0,zone_CENDREUSE,,0
BOHACEND,953348,"CENDREUSE",,47.422465,-0.384815,,,0,zone_CENDREUSE,,0
BOHASA-E,429073,"CHEMIN SALETTE",,47.424648,-0.389363,,,0,zone_CHEMIN_SALETTE,,0
BOHASALE,300213,"CHEMIN SALETTE",,47.424699,-0.388943,,,0,zone_CHEMIN_SALETTE,,0
BOIRES,904270,"LES BOIRES",,47.410755,-0.296010,,,0,zone_LES_BOIRES,,0
BOISABBE,1559,"BOIS L'ABBE",,47.490304,-0.514170,,,0,zone_BOIS_L'ABBE,,0
BOISAB-E,2212,"BOIS L'ABBE",,47.490417,-0.513995,,,0,zone_BOIS_L'ABBE,,0
BOISEP-E,617836,"LE BOIS D'EPINARD",,47.474476,-0.330307,,,0,zone_LE_BOIS_D'EPINARD,,0
BOISEPI2,142312,"LE BOIS D'EPINARD",,47.474547,-0.330316,,,0,zone_LE_BOIS_D'EPINARD,,0
BOISHO-E,277487,"BOIS DE L'HOPITAL",,47.470370,-0.458930,,,0,zone_BOIS_DE_L'HOPITAL,,0
BOISHOPI,778313,"BOIS DE L'HOPITAL",,47.470590,-0.458970,,,0,zone_BOIS_DE_L'HOPITAL,,0
BOISNERI,923534,"LA BOISNERIE",,47.511585,-0.360022,,,0,zone_LA_BOISNERIE,,0
BOISPO-E,692413,"BOIS DE POUILLE",,47.423298,-0.687619,,,0,zone_BOIS_DE_POUILLE,,0
BOISPOUI,393328,"BOIS DE POUILLE",,47.423298,-0.687619,,,0,zone_BOIS_DE_POUILLE,,0
BOISRA-E,4209,"BOISRAME",,47.478251,-0.584703,,,0,zone_BOISRAME,,1
BOISRAME,22086,"BOISRAME",,47.478302,-0.584785,,,0,zone_BOISRAME,,1
BONCOIN,153139,"CORNE LA BASCULE",,47.471606,-0.341088,,,0,zone_CORNE_LA_BASCULE,,0
BONNER-E,723312,"BONNERIE",,47.522710,-0.446310,,,0,zone_BONNERIE,,0
BONPLA-E,542285,"BONPLAND",,47.514501,-0.590964,,,0,zone_BONPLAND,,1
BONPLAND,204457,"BONPLAND",,47.514576,-0.589749,,,0,zone_BONPLAND,,1
BOPON-E,8578,"BOUCHEMAINE PONT",,47.420516,-0.610561,,,0,zone_BOUCHEMAINE_PONT,,0
