shape_id,shape_pt_lon,shape_pt_lat,shape_pt_sequence
MAN60014,0.2403150162,47.9847170179,25
MAN60014,0.2403150162,47.9847170179,26
MAN60014,0.2334130627,47.9830638531,27
MAN60014,0.2334130627,47.9830638531,28
MAN60014,0.2283863295,47.9824426285,29
MAN60014,0.2283863295,47.9824426285,30
MAN60014,0.2257259159,47.9829614095,31
MAN60014,0.2257259159,47.9829614095,32
MAN60014,0.225352248,47.9852666322,33
MAN60014,0.225352248,47.9852666322,34
MAN60014,0.2221282715,47.9841289005,35
MAN60014,0.2221282715,47.9841289005,36
MAN60014,0.2172943013,47.9813786298,37
MAN60014,0.2172943013,47.9813786298,38
MAN60014,0.213321309,47.9825480494,39
MAN60014,0.213321309,47.9825480494,40
MAN60014,0.2118864453,47.9829088313,41
MAN60014,0.2118864453,47.9829088313,42
MAN60014,0.2094199867,47.9859226636,43
MAN60016,0.2084500752,47.9860489639,0
MAN60016,0.209495278,47.985717124,1
MAN60016,0.209495278,47.985717124,2
MAN60016,0.2113903046,47.982917813,3
MAN60016,0.2113903046,47.982917813,4
MAN60016,0.2183325268,47.9815503628,5
MAN60016,0.2183325268,47.9815503628,6
MAN60016,0.2227080628,47.9843732718,7
MAN60016,0.2227080628,47.9843732718,8
MAN60016,0.2253210742,47.9850411706,9
MAN60016,0.2253210742,47.9850411706,10
MAN60016,0.2257660075,47.9826292817,11
MAN60016,0.2257660075,47.9826292817,12
MAN60016,0.228575221,47.9824100479,13
MAN60016,0.228575221,47.9824100479,14
MAN60016,0.233941844,47.9832442797,15
MAN60016,0.233941844,47.9832442797,16
MAN60016,0.2401438022,47.984641983,17
MAN60016,0.2401438022,47.984641983,18
MAN60016,0.24356646,47.9882116581,19
MAN60016,0.24356646,47.9882116581,20
MAN60016,0.2371301469,47.9923514228,21
MAN60016,0.2371301469,47.9923514228,22
MAN60016,0.2341551397,47.9946999189,23
MAN60016,0.2341551397,47.9946999189,24
MAN60016,0.2277301508,47.9955019043,25
MAN60016,0.2277301508,47.9955019043,26
MAN60016,0.2261972832,47.9942868127,27
MAN60016,0.2261972832,47.9942868127,28
MAN60016,0.2254002661,47.9927701183,29
MAN60016,0.2254002661,47.9927701183,30
MAN60016,0.2223642693,47.9972942367,31
MAN60016,0.2223642693,47.9972942367,32
MAN60016,0.218615947,47.9971814865,33
MAN60016,0.218615947,47.9971814865,34
MAN60016,0.2134088617,47.9990122728,35
MAN60016,0.2134088617,47.9990122728,36
MAN60016,0.2113751245,48.0005856357,37
MAN60016,0.2113751245,48.0005856357,38
MAN60016,0.2089655228,48.0018372749,39
MAN60016,0.2089655228,48.0018372749,40
MAN60016,0.2054596702,48.0026820864,41
MAN60016,0.2054596702,48.0026820864,42
MAN60016,0.2006169755,48.0040961406,43
MAN60016,0.2006169755,48.0040961406,44
MAN60016,0.1973060754,48.0034329481,45
MAN60015,0.2403150162,47.9847170179,0
MAN60015,0.2334130627,47.9830638531,1
MAN60015,0.2334130627,47.9830638531,2
MAN60015,0.2283863295,47.9824426285,3
MAN60015,0.2283863295,47.9824426285,4
MAN60015,0.2257259159,47.9829614095,5
MAN60015,0.2257259159,47.9829614095,6
MAN60015,0.225352248,47.9852666322,7
MAN60015,0.225352248,47.9852666322,8
MAN60015,0.2221282715,47.9841289005,9
MAN60015,0.2221282715,47.9841289005,10
MAN60015,0.2172943013,47.9813786298,11
MAN60015,0.2172943013,47.9813786298,12
MAN60015,0.213321309,47.9825480494,13
MAN60015,0.213321309,47.9825480494,14
MAN60015,0.2118864453,47.9829088313,15
MAN60015,0.2118864453,47.9829088313,16
MAN60015,0.2094199867,47.9859226636,17
MAN60017,0.2084500752,47.9860489639,0
MAN60017,0.209495278,47.985717124,1
MAN60017,0.209495278,47.985717124,2
MAN60017,0.2113903046,47.982917813,3
MAN60017,0.2113903046,47.982917813,4
MAN60017,0.2183325268,47.9815503628,5
MAN60017,0.2183325268,47.9815503628,6
MAN60017,0.2227080628,47.9843732718,7
MAN60017,0.2227080628,47.9843732718,8
MAN60017,0.2253210742,47.9850411706,9
MAN60017,0.2253210742,47.9850411706,10
MAN60017,0.2257660075,47.9826292817,11
MAN60017,0.2257660075,47.9826292817,12
MAN60017,0.228575221,47.9824100479,13
MAN60017,0.228575221,47.9824100479,14
MAN60017,0.233941844,47.9832442797,15
MAN60017,0.233941844,47.9832442797,16
MAN60017,0.2401438022,47.984641983,17
MAN130007,0.1875316675,47.9272002081,0
MAN130007,0.1867623954,47.925053922,1
MAN130007,0.1867623954,47.925053922,2
MAN130007,0.1857289954,47.9228217992,3
MAN130007,0.1857289954,47.9228217992,4
MAN130007,0.1845117525,47.9224755207,5
MAN130007,0.1845117525,47.9224755207,6
MAN130007,0.1838345853,47.9252969108,7
MAN130007,0.1838345853,47.9252969108,8
MAN130007,0.1852532887,47.9282558498,9
MAN130007,0.1852532887,47.9282558498,10
MAN130007,0.1867395967,47.9315308795,11
MAN130007,0.1867395967,47.9315308795,12
MAN130007,0.1867304499,47.9360288768,13
MAN130007,0.1867304499,47.9360288768,14
MAN130007,0.1854081363,47.9389103618,15
MAN130007,0.1854081363,47.9389103618,16
MAN130007,0.1843305288,47.9456377517,17
MAN130007,0.1843305288,47.9456377517,18
MAN130007,0.1863888857,47.9463863289,19
MAN130007,0.1863888857,47.9463863289,20
MAN130007,0.188435793,47.9500494451,21
MAN130007,0.188435793,47.9500494451,22
MAN130007,0.1845488479,47.9537474028,23
MAN130007,0.1845488479,47.9537474028,24
MAN130007,0.1864699292,47.9611596407,25
MAN130007,0.1864699292,47.9611596407,26
MAN130007,0.1850193261,47.9612589108,27
MAN130007,0.1850193261,47.9612589108,28
MAN130007,0.1789073238,47.9603816336,29
MAN130007,0.1789073238,47.9603816336,30
MAN130007,0.1770742588,47.9632805717,31
MAN130007,0.1770742588,47.9632805717,32
MAN130007,0.1799843094,47.9641799089,33
MAN130007,0.1799843094,47.9641799089,34
MAN130007,0.1844768206,47.9650363292,35
MAN130007,0.1844768206,47.9650363292,36
MAN130007,0.1830541029,47.9674031293,37
MAN130007,0.1830541029,47.9674031293,38
MAN130007,0.1805818341,47.9695526557,39
MAN130007,0.1805818341,47.9695526557,40
MAN130007,0.1757260915,47.9733044292,41
MAN130007,0.1757260915,47.9733044292,42
MAN130007,0.1758950439,47.9763752436,43
MAN130007,0.1758950439,47.9763752436,44
MAN130007,0.1776584463,47.9787917783,45
MAN130007,0.1776584463,47.9787917783,46
MAN130007,0.1801180306,47.9815539703,47
MAN130007,0.1801180306,47.9815539703,48
MAN130007,0.183187596,47.9831668318,49
MAN130007,0.183187596,47.9831668318,50
MAN130007,0.1816602472,47.9870969972,51
MAN130007,0.1816602472,47.9870969972,52
MAN130007,0.1822766447,47.990050066,53
MAN130007,0.1822766447,47.990050066,54
MAN130007,0.1857148375,47.9944674007,55
MAN130007,0.1857148375,47.9944674007,56
MAN130007,0.1903290928,47.9970080266,57
MAN130006,0.1903290928,47.9970080266,0
MAN130006,0.1855458698,47.9943383506,1
MAN130006,0.1855458698,47.9943383506,2
MAN130006,0.1821210908,47.9899212572,3
MAN130006,0.1821210908,47.9899212572,4
MAN130006,0.1812554273,47.9868376508,5
MAN130006,0.1812554273,47.9868376508,6
MAN130006,0.1835236141,47.9834698869,7
MAN130006,0.1835236141,47.9834698869,8
MAN130006,0.1789255804,47.9805694004,9
MAN130006,0.1789255804,47.9805694004,10
MAN130006,0.1775918722,47.9787815536,11
MAN130006,0.1775918722,47.9787815536,12
MAN130006,0.1762072797,47.9769297756,13
MAN130006,0.1762072797,47.9769297756,14
MAN130006,0.1765750934,47.9725284448,15
MAN130006,0.1765750934,47.9725284448,16
MAN130006,0.1803093354,47.9696645833,17
MAN130006,0.1803093354,47.9696645833,18
MAN130006,0.1833100865,47.9670389984,19
MAN130006,0.1833100865,47.9670389984,20
MAN130006,0.1848336346,47.965483707,21
MAN130006,0.1848336346,47.965483707,22
MAN130006,0.1863773403,47.9611309499,23
MAN130006,0.1863773403,47.9611309499,24
MAN130006,0.184550681,47.9537024553,25
MAN130006,0.184550681,47.9537024553,26
MAN130006,0.1882279628,47.9505494167,27
MAN130006,0.1882279628,47.9505494167,28
MAN130006,0.1863353647,47.9463853447,29
MAN130006,0.1863353647,47.9463853447,30
MAN130006,0.1843026689,47.9456642277,31
MAN130006,0.1843026689,47.9456642277,32
MAN130006,0.1856652399,47.9381863912,33
MAN130006,0.1856652399,47.9381863912,34
MAN130006,0.1867599363,47.9356335809,35
MAN130006,0.1867599363,47.9356335809,36
MAN130006,0.186648524,47.9314662301,37
MAN130006,0.186648524,47.9314662301,38
MAN130006,0.1875316675,47.9272002081,39
MAN130005,0.1903290928,47.9970080266,0
MAN130005,0.1855458698,47.9943383506,1
MAN130005,0.1855458698,47.9943383506,2
MAN130005,0.1821210908,47.9899212572,3
MAN130005,0.1821210908,47.9899212572,4
MAN130005,0.1812554273,47.9868376508,5
MAN130005,0.1812554273,47.9868376508,6
MAN130005,0.1835236141,47.9834698869,7
MAN130005,0.1835236141,47.9834698869,8
MAN130005,0.1789255804,47.9805694004,9
MAN130005,0.1789255804,47.9805694004,10
MAN130005,0.1775918722,47.9787815536,11
MAN130005,0.1775918722,47.9787815536,12
MAN130005,0.1762072797,47.9769297756,13
MAN130005,0.1762072797,47.9769297756,14
MAN130005,0.1765750934,47.9725284448,15
MAN130005,0.1765750934,47.9725284448,16
MAN130005,0.1803093354,47.9696645833,17
MAN130005,0.1803093354,47.9696645833,18
MAN130005,0.1833100865,47.9670389984,19
MAN130005,0.1833100865,47.9670389984,20
MAN130005,0.1848336346,47.965483707,21
MAN130005,0.1848336346,47.965483707,22
MAN130005,0.1850193261,47.9612589108,23
MAN130005,0.1850193261,47.9612589108,24
MAN130005,0.1789073238,47.9603816336,25
MAN130005,0.1789073238,47.9603816336,26
MAN130005,0.1770742588,47.9632805717,27
MAN130005,0.1770742588,47.9632805717,28
MAN130005,0.1799843094,47.9641799089,29
MAN130005,0.1799843094,47.9641799089,30
MAN130005,0.1844768206,47.9650363292,31
MAN130005,0.1844768206,47.9650363292,32
MAN130005,0.1863773403,47.9611309499,33
MAN130005,0.1863773403,47.9611309499,34
MAN130005,0.184550681,47.9537024553,35
MAN130005,0.184550681,47.9537024553,36
MAN130005,0.1882279628,47.9505494167,37
MAN130005,0.1882279628,47.9505494167,38
MAN130005,0.1863353647,47.9463853447,39
MAN130005,0.1863353647,47.9463853447,40
MAN130005,0.1843026689,47.9456642277,41
MAN130005,0.1843026689,47.9456642277,42
MAN130005,0.1856652399,47.9381863912,43
MAN130005,0.1856652399,47.9381863912,44
MAN130005,0.1867599363,47.9356335809,45
MAN130005,0.1867599363,47.9356335809,46
MAN130005,0.186648524,47.9314662301,47
MAN130005,0.186648524,47.9314662301,48
MAN130005,0.1875316675,47.9272002081,49
MAN130008,0.1875316675,47.9272002081,0
MAN130008,0.1867623954,47.925053922,1
MAN130008,0.1867623954,47.925053922,2
MAN130008,0.1857289954,47.9228217992,3
MAN130008,0.1857289954,47.9228217992,4
MAN130008,0.1845117525,47.9224755207,5
MAN130008,0.1845117525,47.9224755207,6
MAN130008,0.1838345853,47.9252969108,7
MAN130008,0.1838345853,47.9252969108,8
MAN130008,0.1852532887,47.9282558498,9
MAN130008,0.1852532887,47.9282558498,10
MAN130008,0.1867395967,47.9315308795,11
MAN130008,0.1867395967,47.9315308795,12
MAN130008,0.1867304499,47.9360288768,13
MAN130008,0.1867304499,47.9360288768,14
MAN130008,0.1854081363,47.9389103618,15
MAN130008,0.1854081363,47.9389103618,16
MAN130008,0.1843305288,47.9456377517,17
MAN130008,0.1843305288,47.9456377517,18
MAN130008,0.1863888857,47.9463863289,19
MAN130008,0.1863888857,47.9463863289,20
MAN130008,0.188435793,47.9500494451,21
MAN130008,0.188435793,47.9500494451,22
MAN130008,0.1845488479,47.9537474028,23
MAN130008,0.1845488479,47.9537474028,24
MAN130008,0.1864699292,47.9611596407,25
MAN130008,0.1864699292,47.9611596407,26
MAN130008,0.1854511683,47.9647933632,27
MAN130008,0.1854511683,47.9647933632,28
MAN130008,0.1830541029,47.9674031293,29
MAN130008,0.1830541029,47.9674031293,30
MAN130008,0.1805818341,47.9695526557,31
MAN130008,0.1805818341,47.9695526557,32
MAN130008,0.1757260915,47.9733044292,33
MAN130008,0.1757260915,47.9733044292,34
MAN130008,0.1758950439,47.9763752436,35
MAN130008,0.1758950439,47.9763752436,36
MAN130008,0.1776584463,47.9787917783,37
MAN130008,0.1776584463,47.9787917783,38
MAN130008,0.1801180306,47.9815539703,39
MAN130008,0.1801180306,47.9815539703,40
MAN130008,0.183187596,47.9831668318,41
MAN130008,0.183187596,47.9831668318,42
MAN130008,0.1816602472,47.9870969972,43
MAN130008,0.1816602472,47.9870969972,44
MAN130008,0.1822766447,47.990050066,45
MAN130008,0.1822766447,47.990050066,46
MAN130008,0.1857148375,47.9944674007,47
MAN130008,0.1857148375,47.9944674007,48
MAN130008,0.1903290928,47.9970080266,49
MAN210006,0.2084500752,47.9860489639,0
MAN210006,0.209495278,47.985717124,1
MAN210006,0.209495278,47.985717124,2
MAN210006,0.2101639166,47.9824277383,3
MAN210006,0.2101639166,47.9824277383,4
MAN210006,0.2089652263,47.9799230416,5
MAN210006,0.2089652263,47.9799230416,6
MAN210006,0.2077651986,47.9774542871,7
MAN210006,0.2077651986,47.9774542871,8
MAN210006,0.206865897,47.975503766,9
MAN210006,0.206865897,47.975503766,10
MAN210006,0.2060628673,47.9738248705,11
MAN210006,0.2060628673,47.9738248705,12
MAN210006,0.204928231,47.9714022453,13
MAN210006,0.204928231,47.9714022453,14
MAN210006,0.2042247847,47.9699140641,15
MAN210006,0.2042247847,47.9699140641,16
MAN210006,0.2030534317,47.9674097782,17
MAN210006,0.2030534317,47.9674097782,18
MAN210006,0.2018709872,47.9648512959,19
MAN210006,0.2018709872,47.9648512959,20
MAN210006,0.1999117009,47.960641306,21
MAN210006,0.1999117009,47.960641306,22
MAN210006,0.195153531,47.9501636676,23
MAN210006,0.195153531,47.9501636676,24
MAN210006,0.194056761,47.9478225478,25
MAN210006,0.194056761,47.9478225478,26
MAN210006,0.1906811603,47.9445579766,27
MAN210006,0.1906811603,47.9445579766,28
MAN210006,0.1878468823,47.9451086729,29
MAN210006,0.1878468823,47.9451086729,30
MAN210006,0.1843026689,47.9456642277,31
MAN210006,0.1843026689,47.9456642277,32
MAN210006,0.1856652399,47.9381863912,33
MAN210006,0.1856652399,47.9381863912,34
MAN210006,0.1867599363,47.9356335809,35
MAN210006,0.1867599363,47.9356335809,36
MAN210006,0.186648524,47.9314662301,37
MAN210006,0.186648524,47.9314662301,38
MAN210006,0.1875316675,47.9272002081,39
MAN210009,0.1875316675,47.9272002081,0
MAN210009,0.1867623954,47.925053922,1
MAN210009,0.1867623954,47.925053922,2
MAN210009,0.1857289954,47.9228217992,3
MAN210009,0.1857289954,47.9228217992,4
MAN210009,0.1845117525,47.9224755207,5
MAN210009,0.1845117525,47.9224755207,6
MAN210009,0.1838345853,47.9252969108,7
MAN210009,0.1838345853,47.9252969108,8
MAN210009,0.1852532887,47.9282558498,9
MAN210009,0.1852532887,47.9282558498,10
MAN210009,0.1867395967,47.9315308795,11
MAN210009,0.1867395967,47.9315308795,12
MAN210009,0.1867304499,47.9360288768,13
MAN210009,0.1867304499,47.9360288768,14
MAN210009,0.1854081363,47.9389103618,15
MAN210009,0.1854081363,47.9389103618,16
MAN210009,0.1843305288,47.9456377517,17
MAN210009,0.1843305288,47.9456377517,18
MAN210009,0.1879423717,47.9450654464,19
MAN210009,0.1879423717,47.9450654464,20
MAN210009,0.191055571,47.9442409823,21
MAN210009,0.191055571,47.9442409823,22
MAN210009,0.194159427,47.9479323839,23
MAN210009,0.194159427,47.9479323839,24
MAN210009,0.1954625315,47.9507990619,25
MAN210009,0.1954625315,47.9507990619,26
MAN210009,0.2004213821,47.9606236278,27
MAN210009,0.2004213821,47.9606236278,28
MAN210009,0.2022141986,47.965307366,29
MAN210009,0.2022141986,47.965307366,30
MAN210009,0.2031999469,47.9674304427,31
MAN210009,0.2031999469,47.9674304427,32
MAN210009,0.204173115,47.9695352858,33
MAN210009,0.204173115,47.9695352858,34
MAN210009,0.204938039,47.9711595294,35
MAN210009,0.204938039,47.9711595294,36
MAN210009,0.2062980301,47.9739730903,37
MAN210009,0.2062980301,47.9739730903,38
MAN210009,0.2071987362,47.9758876595,39
MAN210009,0.2071987362,47.9758876595,40
MAN210009,0.2082760621,47.9780753134,41
MAN210009,0.2082760621,47.9780753134,42
MAN210009,0.2092355149,47.9801978377,43
MAN210009,0.2092355149,47.9801978377,44
MAN210009,0.2104088947,47.9826660868,45
MAN210009,0.2104088947,47.9826660868,46
MAN210009,0.2094199867,47.9859226636,47
MAN210008,0.1875316675,47.9272002081,0
MAN210008,0.1867623954,47.925053922,1
MAN210008,0.1867623954,47.925053922,2
MAN210008,0.1857289954,47.9228217992,3
MAN210008,0.1857289954,47.9228217992,4
MAN210008,0.1845117525,47.9224755207,5
MAN210008,0.1845117525,47.9224755207,6
MAN210008,0.1809106038,47.9198721647,7
MAN210008,0.1809106038,47.9198721647,8
MAN210008,0.1838345853,47.9252969108,9
MAN210008,0.1838345853,47.9252969108,10
MAN210008,0.1852532887,47.9282558498,11
MAN210008,0.1852532887,47.9282558498,12
MAN210008,0.1867395967,47.9315308795,13
MAN210008,0.1867395967,47.9315308795,14
MAN210008,0.1867304499,47.9360288768,15
MAN210008,0.1867304499,47.9360288768,16
MAN210008,0.1854081363,47.9389103618,17
MAN210008,0.1854081363,47.9389103618,18
MAN210008,0.1843305288,47.9456377517,19
MAN210008,0.1843305288,47.9456377517,20
MAN210008,0.1879423717,47.9450654464,21
MAN210008,0.1879423717,47.9450654464,22
MAN210008,0.191055571,47.9442409823,23
MAN210008,0.191055571,47.9442409823,24
MAN210008,0.194159427,47.9479323839,25
MAN210008,0.194159427,47.9479323839,26
MAN210008,0.1954625315,47.9507990619,27
MAN210008,0.1954625315,47.9507990619,28
MAN210008,0.2004213821,47.9606236278,29
MAN210008,0.2004213821,47.9606236278,30
MAN210008,0.2022141986,47.965307366,31
MAN210008,0.2022141986,47.965307366,32
MAN210008,0.2031999469,47.9674304427,33
MAN210008,0.2031999469,47.9674304427,34
MAN210008,0.204173115,47.9695352858,35
MAN210008,0.204173115,47.9695352858,36
MAN210008,0.204938039,47.9711595294,37
MAN210008,0.204938039,47.9711595294,38
MAN210008,0.2062980301,47.9739730903,39
MAN210008,0.2062980301,47.9739730903,40
MAN210008,0.2071987362,47.9758876595,41
MAN210008,0.2071987362,47.9758876595,42
MAN210008,0.2082760621,47.9780753134,43
MAN210008,0.2082760621,47.9780753134,44
MAN210008,0.2092355149,47.9801978377,45
MAN210008,0.2092355149,47.9801978377,46
MAN210008,0.2104088947,47.9826660868,47
MAN210008,0.2104088947,47.9826660868,48
MAN210008,0.2094199867,47.9859226636,49
MAN260006,0.1510998149,47.9833815404,0
MAN260006,0.1492587448,47.9760781838,1
MAN260006,0.1492587448,47.9760781838,2
MAN260006,0.147651866,47.9731513337,3
MAN260006,0.147651866,47.9731513337,4
MAN260006,0.1587261534,47.9729531951,5
MAN260006,0.1587261534,47.9729531951,6
MAN260006,0.1605640477,47.9712691164,7
MAN260006,0.1605640477,47.9712691164,8
MAN260006,0.1636147338,47.9716856737,9
MAN260006,0.1636147338,47.9716856737,10
MAN260006,0.1656430951,47.9696002256,11
MAN260006,0.1656430951,47.9696002256,12
MAN260006,0.1629070054,47.9687037683,13
MAN260006,0.1629070054,47.9687037683,14
MAN260006,0.1601687836,47.9678611826,15
MAN260006,0.1601687836,47.9678611826,16
MAN260006,0.1568814932,47.9673411623,17
MAN260006,0.1568814932,47.9673411623,18
MAN260006,0.1572360484,47.9642710438,19
MAN260006,0.1572360484,47.9642710438,20
MAN260006,0.1604520393,47.963917094,21
MAN260006,0.1604520393,47.963917094,22
MAN260006,0.1650149956,47.9617528352,23
MAN260006,0.1650149956,47.9617528352,24
MAN260006,0.1655739937,47.9592352608,25
MAN260006,0.1655739937,47.9592352608,26
MAN260006,0.1658540496,47.9563346598,27
MAN260006,0.1658540496,47.9563346598,28
MAN260006,0.1659977549,47.9521900332,29
MAN260006,0.1659977549,47.9521900332,30
MAN260006,0.1684791551,47.9530727229,31
MAN260006,0.1684791551,47.9530727229,32
MAN260006,0.1690503993,47.9554673295,33
MAN260006,0.1690503993,47.9554673295,34
MAN260006,0.1715444407,47.9557204441,35
MAN260006,0.1715444407,47.9557204441,36
MAN260006,0.1722828858,47.954042813,37
MAN260006,0.1722828858,47.954042813,38
MAN260006,0.1708764232,47.952091568,39
MAN260006,0.1708764232,47.952091568,40
MAN260006,0.1656294245,47.9523541255,41
MAN260008,0.1656294245,47.9523541255,0
MAN260008,0.165991592,47.9546189207,1
MAN260008,0.165991592,47.9546189207,2
MAN260008,0.1659276893,47.9564979599,3
MAN260008,0.1659276893,47.9564979599,4
MAN260008,0.1655202927,47.9602148578,5
MAN260008,0.1655202927,47.9602148578,6
MAN260008,0.1649685535,47.9619049094,7
MAN260008,0.1649685535,47.9619049094,8
MAN260008,0.1601843478,47.9639121132,9
MAN260008,0.1601843478,47.9639121132,10
MAN260008,0.1566541943,47.9644131376,11
MAN260008,0.1566541943,47.9644131376,12
MAN260008,0.1568513652,47.9670977017,13
MAN260008,0.1568513652,47.9670977017,14
MAN260008,0.1603724979,47.9674691377,15
MAN260008,0.1603724979,47.9674691377,16
MAN260008,0.1630137215,47.9687147475,17
MAN260008,0.1630137215,47.9687147475,18
MAN260008,0.1656527818,47.9696903677,19
MAN260008,0.1656527818,47.9696903677,20
MAN260008,0.163616215,47.9716497163,21
MAN260008,0.163616215,47.9716497163,22
MAN260008,0.1592841738,47.9714432187,23
MAN260008,0.1592841738,47.9714432187,24
MAN260008,0.158722839,47.9733579638,25
MAN260008,0.158722839,47.9733579638,26
MAN260008,0.147745947,47.9731440978,27
MAN260008,0.147745947,47.9731440978,28
MAN260008,0.1490136331,47.9764964244,29
MAN260008,0.1490136331,47.9764964244,30
MAN260008,0.1510998149,47.9833815404,31
MAN260007,0.1656294245,47.9523541255,0
MAN260007,0.165991592,47.9546189207,1
MAN260007,0.165991592,47.9546189207,2
MAN260007,0.1659276893,47.9564979599,3
MAN260007,0.1659276893,47.9564979599,4
MAN260007,0.1655202927,47.9602148578,5
MAN260007,0.1655202927,47.9602148578,6
MAN260007,0.1649685535,47.9619049094,7
MAN260007,0.1649685535,47.9619049094,8
MAN260007,0.1601843478,47.9639121132,9
MAN260007,0.1601843478,47.9639121132,10
MAN260007,0.1566541943,47.9644131376,11
MAN260007,0.1566541943,47.9644131376,12
MAN260007,0.1568513652,47.9670977017,13
MAN260007,0.1568513652,47.9670977017,14
MAN260007,0.1603724979,47.9674691377,15
MAN260007,0.1603724979,47.9674691377,16
MAN260007,0.1630137215,47.9687147475,17
MAN260007,0.1630137215,47.9687147475,18
MAN260007,0.1656527818,47.9696903677,19
MAN260007,0.1656527818,47.9696903677,20
MAN260007,0.163616215,47.9716497163,21
MAN260007,0.163616215,47.9716497163,22
MAN260007,0.1592841738,47.9714432187,23
MAN260007,0.1592841738,47.9714432187,24
MAN260007,0.158722839,47.9733579638,25
MAN260007,0.158722839,47.9733579638,26
MAN260007,0.147745947,47.9731440978,27
MAN260007,0.147745947,47.9731440978,28
MAN260007,0.1490136331,47.9764964244,29
MAN260007,0.1490136331,47.9764964244,30
MAN260007,0.1510998149,47.9833815404,31
MAN260007,0.1510998149,47.9833815404,32
MAN260007,0.1420107073,47.984443902,33
MAN260005,0.1420107073,47.984443902,0
MAN260005,0.1505073004,47.9837753011,1
MAN260005,0.1505073004,47.9837753011,2
MAN260005,0.1492587448,47.9760781838,3
MAN260005,0.1492587448,47.9760781838,4
MAN260005,0.147651866,47.9731513337,5
MAN260005,0.147651866,47.9731513337,6
MAN260005,0.1587261534,47.9729531951,7
MAN260005,0.1587261534,47.9729531951,8
MAN260005,0.1605640477,47.9712691164,9
MAN260005,0.1605640477,47.9712691164,10
MAN260005,0.1636147338,47.9716856737,11
MAN260005,0.1636147338,47.9716856737,12
MAN260005,0.1656430951,47.9696002256,13
MAN260005,0.1656430951,47.9696002256,14
MAN260005,0.1629070054,47.9687037683,15
MAN260005,0.1629070054,47.9687037683,16
MAN260005,0.1601687836,47.9678611826,17
MAN260005,0.1601687836,47.9678611826,18
MAN260005,0.1568814932,47.9673411623,19
MAN260005,0.1568814932,47.9673411623,20
MAN260005,0.1572360484,47.9642710438,21
MAN260005,0.1572360484,47.9642710438,22
MAN260005,0.1604520393,47.963917094,23
MAN260005,0.1604520393,47.963917094,24
MAN260005,0.1650149956,47.9617528352,25
MAN260005,0.1650149956,47.9617528352,26
MAN260005,0.1655739937,47.9592352608,27
MAN260005,0.1655739937,47.9592352608,28
MAN260005,0.1658540496,47.9563346598,29
MAN260005,0.1658540496,47.9563346598,30
MAN260005,0.1659977549,47.9521900332,31
MAN260005,0.1659977549,47.9521900332,32
MAN260005,0.1684791551,47.9530727229,33
MAN260005,0.1684791551,47.9530727229,34
MAN260005,0.1690503993,47.9554673295,35
MAN260005,0.1690503993,47.9554673295,36
MAN260005,0.1715444407,47.9557204441,37
MAN260005,0.1715444407,47.9557204441,38
MAN260005,0.1722828858,47.954042813,39
MAN260005,0.1722828858,47.954042813,40
MAN260005,0.1708764232,47.952091568,41
MAN260005,0.1708764232,47.952091568,42
MAN260005,0.1656294245,47.9523541255,43
MAN120005,0.1711831226,47.998139711,0
MAN120005,0.1697542903,47.9986620276,1
MAN120005,0.1697542903,47.9986620276,2
MAN120005,0.1701408673,48.0000185941,3
MAN120005,0.1701408673,48.0000185941,4
MAN120005,0.1714074159,48.0014903957,5
MAN120005,0.1714074159,48.0014903957,6
MAN120005,0.1715793201,48.003832548,7
MAN120005,0.1715793201,48.003832548,8
MAN120005,0.1739186102,48.0039927402,9
MAN120005,0.1739186102,48.0039927402,10
MAN120005,0.1794849144,48.0048960949,11
MAN120005,0.1794849144,48.0048960949,12
MAN120005,0.180226425,48.0070867901,13
MAN120005,0.180226425,48.0070867901,14
MAN120005,0.1809034276,48.0088894616,15
MAN120005,0.1809034276,48.0088894616,16
MAN120005,0.1818424961,48.011497592,17
MAN120005,0.1818424961,48.011497592,18
MAN120005,0.186404928,48.0117254117,19
MAN120005,0.186404928,48.0117254117,20
MAN120005,0.1889396497,48.0113761161,21
MAN120005,0.1889396497,48.0113761161,22
MAN120005,0.1896471544,48.0081595447,23
MAN120005,0.1896471544,48.0081595447,24
MAN120005,0.1954651991,48.005522337,25
MAN120005,0.1954651991,48.005522337,26
MAN120005,0.1972894702,48.0068151238,27
MAN120005,0.1972894702,48.0068151238,28
MAN120005,0.1996641432,48.0067685377,29
MAN120005,0.1996641432,48.0067685377,30
MAN120005,0.1998492832,48.0048467853,31
MAN120005,0.1998492832,48.0048467853,32
MAN120005,0.2020400483,48.0060292391,33
MAN120005,0.2020400483,48.0060292391,34
MAN120005,0.2035835502,48.0073078083,35
MAN120005,0.2035835502,48.0073078083,36
MAN120005,0.2081536313,48.008002713,37
MAN120005,0.2081536313,48.008002713,38
MAN120005,0.2143244939,48.0085645423,39
MAN120005,0.2143244939,48.0085645423,40
MAN120005,0.2172806864,48.0083932006,41
MAN120005,0.2172806864,48.0083932006,42
MAN120005,0.2177836866,48.005217763,43
MAN120005,0.2177836866,48.005217763,44
MAN120005,0.2205411431,48.0039812304,45
MAN120005,0.2205411431,48.0039812304,46
MAN120005,0.2212469959,48.0057661771,47
MAN120005,0.2212469959,48.0057661771,48
MAN120005,0.2241208108,48.0073113874,49
MAN120005,0.2241208108,48.0073113874,50
MAN120005,0.2268195018,48.0087814002,51
