shape_id,shape_pt_lon,shape_pt_lat,shape_pt_sequence
MAN220013,0.2469854976,48.0389251887,18
MAN220013,0.24160708,48.0392186295,19
MAN220013,0.24160708,48.0392186295,20
MAN220013,0.2396720782,48.0389681099,21
MAN220013,0.2396720782,48.0389681099,22
MAN220013,0.2383749996,48.0378564075,23
MAN220013,0.2383749996,48.0378564075,24
MAN220013,0.2406295366,48.0340187388,25
MAN230003,0.1979673559,48.0026623831,0
MAN230003,0.1989132653,48.0041280112,1
MAN230003,0.1989132653,48.0041280112,2
MAN230003,0.205001709,48.0027367191,3
MAN230003,0.205001709,48.0027367191,4
MAN230003,0.2091599369,48.0016698858,5
MAN230003,0.2091599369,48.0016698858,6
MAN230003,0.2117251831,48.0005470115,7
MAN230003,0.2117251831,48.0005470115,8
MAN230003,0.2134342015,47.9987158666,9
MAN230003,0.2134342015,47.9987158666,10
MAN230003,0.2198911563,47.9967997395,11
MAN230003,0.2198911563,47.9967997395,12
MAN230003,0.2276376555,47.9974793364,13
MAN230003,0.2276376555,47.9974793364,14
MAN230003,0.2300141406,47.9977110481,15
MAN230003,0.2300141406,47.9977110481,16
MAN230003,0.2355245784,47.9993483926,17
MAN230003,0.2355245784,47.9993483926,18
MAN230003,0.2403162021,47.9998571139,19
MAN230003,0.2403162021,47.9998571139,20
MAN230003,0.2636584171,48.0095744496,21
MAN230003,0.2636584171,48.0095744496,22
MAN230003,0.2674763668,48.0123766883,23
MAN230003,0.2674763668,48.0123766883,24
MAN230003,0.271596495,48.0143205358,25
MAN230003,0.271596495,48.0143205358,26
MAN230003,0.2700338919,48.0151925332,27
MAN230003,0.2700338919,48.0151925332,28
MAN230003,0.2672555753,48.014585728,29
MAN230003,0.2672555753,48.014585728,30
MAN230003,0.2656309671,48.0136214494,31
MAN230003,0.2656309671,48.0136214494,32
MAN230003,0.2647639164,48.0145326666,33
MAN230003,0.2647639164,48.0145326666,34
MAN230003,0.2692296511,48.0165546744,35
MAN230003,0.2692296511,48.0165546744,36
MAN230003,0.2708720817,48.0187786064,37
MAN230004,0.2708720817,48.0187786064,0
MAN230004,0.2694831637,48.0165861374,1
MAN230004,0.2694831637,48.0165861374,2
MAN230004,0.2649595851,48.0146710645,3
MAN230004,0.2649595851,48.0146710645,4
MAN230004,0.2656563497,48.0136578812,5
MAN230004,0.2656563497,48.0136578812,6
MAN230004,0.2681140932,48.014915748,7
MAN230004,0.2681140932,48.014915748,8
MAN230004,0.2713796634,48.0143796809,9
MAN230004,0.2713796634,48.0143796809,10
MAN230004,0.2706325361,48.0136018662,11
MAN230004,0.2706325361,48.0136018662,12
MAN230004,0.2662762736,48.0118697039,13
MAN230004,0.2662762736,48.0118697039,14
MAN230004,0.2635399686,48.0095183777,15
MAN230004,0.2635399686,48.0095183777,16
MAN230004,0.2401265404,47.999907692,17
MAN230004,0.2401265404,47.999907692,18
MAN230004,0.2366934297,47.9992794102,19
MAN230004,0.2366934297,47.9992794102,20
MAN230004,0.230379462,47.9979605118,21
MAN230004,0.230379462,47.9979605118,22
MAN230004,0.2270700974,47.9975950508,23
MAN230004,0.2270700974,47.9975950508,24
MAN230004,0.2223642693,47.9972942367,25
MAN230004,0.2223642693,47.9972942367,26
MAN230004,0.218615947,47.9971814865,27
MAN230004,0.218615947,47.9971814865,28
MAN230004,0.2134088617,47.9990122728,29
MAN230004,0.2134088617,47.9990122728,30
MAN230004,0.2113751245,48.0005856357,31
MAN230004,0.2113751245,48.0005856357,32
MAN230004,0.2089655228,48.0018372749,33
MAN230004,0.2089655228,48.0018372749,34
MAN230004,0.2054596702,48.0026820864,35
MAN230004,0.2054596702,48.0026820864,36
MAN230004,0.2006169755,48.0040961406,37
MAN230004,0.2006169755,48.0040961406,38
MAN230004,0.1979673559,48.0026623831,39
MAN160007,0.1898624517,48.006823094,0
MAN160007,0.1873516673,48.0046179868,1
MAN160007,0.1873516673,48.0046179868,2
MAN160007,0.1863583824,48.0036641617,3
MAN160007,0.1863583824,48.0036641617,4
MAN160007,0.1842260534,48.0010611094,5
MAN160007,0.1842260534,48.0010611094,6
MAN160007,0.1873349563,48.001082253,7
MAN160007,0.1873349563,48.001082253,8
MAN160007,0.1924285554,47.9961379106,9
MAN160007,0.1924285554,47.9961379106,10
MAN160007,0.1946132742,47.9925075406,11
MAN160007,0.1946132742,47.9925075406,12
MAN160007,0.1934602557,47.9902104344,13
MAN160007,0.1934602557,47.9902104344,14
MAN160007,0.1904013826,47.9889758921,15
MAN160007,0.1904013826,47.9889758921,16
MAN160007,0.18814683,47.9877380444,17
MAN160007,0.18814683,47.9877380444,18
MAN160007,0.1864092328,47.9849983088,19
MAN160007,0.1864092328,47.9849983088,20
MAN160007,0.1866162859,47.9841924654,21
MAN160007,0.1866162859,47.9841924654,22
MAN160007,0.1912814429,47.9841431506,23
MAN160007,0.1912814429,47.9841431506,24
MAN160007,0.1946547123,47.983899083,25
MAN160007,0.1946547123,47.983899083,26
MAN160007,0.1995673214,47.9840248932,27
MAN160007,0.1995673214,47.9840248932,28
MAN160007,0.204317631,47.9831939593,29
MAN160007,0.204317631,47.9831939593,30
MAN160007,0.2071552744,47.9822740649,31
MAN160007,0.2071552744,47.9822740649,32
MAN160007,0.2104088947,47.9826660868,33
MAN160007,0.2104088947,47.9826660868,34
MAN160007,0.2113903046,47.982917813,35
MAN160007,0.2113903046,47.982917813,36
MAN160007,0.2183325268,47.9815503628,37
MAN160007,0.2183325268,47.9815503628,38
MAN160007,0.2227080628,47.9843732718,39
MAN160007,0.2227080628,47.9843732718,40
MAN160007,0.2253210742,47.9850411706,41
MAN160007,0.2253210742,47.9850411706,42
MAN160007,0.2257660075,47.9826292817,43
MAN160007,0.2257660075,47.9826292817,44
MAN160007,0.228575221,47.9824100479,45
MAN160008,0.228575221,47.9824100479,0
MAN160008,0.2283863295,47.9824426285,1
MAN160008,0.2283863295,47.9824426285,2
MAN160008,0.2257259159,47.9829614095,3
MAN160008,0.2257259159,47.9829614095,4
MAN160008,0.225352248,47.9852666322,5
MAN160008,0.225352248,47.9852666322,6
MAN160008,0.2221282715,47.9841289005,7
MAN160008,0.2221282715,47.9841289005,8
MAN160008,0.2172943013,47.9813786298,9
MAN160008,0.2172943013,47.9813786298,10
MAN160008,0.213321309,47.9825480494,11
MAN160008,0.213321309,47.9825480494,12
MAN160008,0.2118864453,47.9829088313,13
MAN160008,0.2118864453,47.9829088313,14
MAN160008,0.2101639166,47.9824277383,15
MAN160008,0.2101639166,47.9824277383,16
MAN160008,0.2069051894,47.9824944141,17
MAN160008,0.2069051894,47.9824944141,18
MAN160008,0.2042893979,47.983229429,19
MAN160008,0.2042893979,47.983229429,20
MAN160008,0.2016184436,47.9843322177,21
MAN160008,0.2016184436,47.9843322177,22
MAN160008,0.1968206785,47.9859988093,23
MAN160008,0.1968206785,47.9859988093,24
MAN160008,0.1955869161,47.9850316556,25
MAN160008,0.1955869161,47.9850316556,26
MAN160008,0.1949228735,47.9838949956,27
MAN160008,0.1949228735,47.9838949956,28
MAN160008,0.1900703553,47.9845977318,29
MAN160008,0.1900703553,47.9845977318,30
MAN160008,0.1880459303,47.9875832586,31
MAN160008,0.1880459303,47.9875832586,32
MAN160008,0.1912318547,47.9893149781,33
MAN160008,0.1912318547,47.9893149781,34
MAN160008,0.1935417001,47.9901849378,35
MAN160008,0.1935417001,47.9901849378,36
MAN160008,0.1946635558,47.9925894252,37
MAN160008,0.1946635558,47.9925894252,38
MAN160008,0.1936358688,47.9957821905,39
MAN160008,0.1936358688,47.9957821905,40
MAN160008,0.1903290928,47.9970080266,41
MAN160008,0.1903290928,47.9970080266,42
MAN160008,0.1877226919,47.9988043854,43
MAN160008,0.1877226919,47.9988043854,44
MAN160008,0.1855327804,47.9999156493,45
MAN160008,0.1855327804,47.9999156493,46
MAN160008,0.1843886174,48.0016758276,47
MAN160008,0.1843886174,48.0016758276,48
MAN160008,0.1873039511,48.0044731749,49
MAN160008,0.1873039511,48.0044731749,50
MAN160008,0.1898624517,48.006823094,51
MAN170005,0.1824550543,48.0270178515,0
MAN170005,0.1827317548,48.0251697861,1
MAN170005,0.1827317548,48.0251697861,2
MAN170005,0.184671115,48.024638699,3
MAN170005,0.184671115,48.024638699,4
MAN170005,0.1872633688,48.0242095246,5
MAN170005,0.1872633688,48.0242095246,6
MAN170005,0.1874949219,48.0224775665,7
MAN170005,0.1874949219,48.0224775665,8
MAN170005,0.1857281733,48.0214105983,9
MAN170005,0.1857281733,48.0214105983,10
MAN170005,0.186990344,48.0190678507,11
MAN170005,0.186990344,48.0190678507,12
MAN170005,0.18851377,48.0168918087,13
MAN170005,0.18851377,48.0168918087,14
MAN170005,0.1895041835,48.0136444527,15
MAN170005,0.1895041835,48.0136444527,16
MAN170005,0.1879584778,48.0127524848,17
MAN170005,0.1879584778,48.0127524848,18
MAN170005,0.1896471544,48.0081595447,19
MAN170005,0.1896471544,48.0081595447,20
MAN170005,0.1954651991,48.005522337,21
MAN170005,0.1954651991,48.005522337,22
MAN170005,0.1972894702,48.0068151238,23
MAN170009,0.1972894702,48.0068151238,0
MAN170009,0.1971432128,48.006785463,1
MAN170009,0.1971432128,48.006785463,2
MAN170009,0.195224449,48.0055089372,3
MAN170009,0.195224449,48.0055089372,4
MAN170009,0.1897022026,48.0081245704,5
MAN170009,0.1897022026,48.0081245704,6
MAN170009,0.1892538477,48.0115617985,7
MAN170009,0.1892538477,48.0115617985,8
MAN170009,0.1902946263,48.0136589461,9
MAN170009,0.1902946263,48.0136589461,10
MAN170009,0.1924334497,48.0174404387,11
MAN170009,0.1924334497,48.0174404387,12
MAN170009,0.1885938448,48.0175589761,13
MAN170009,0.1885938448,48.0175589761,14
MAN170009,0.1870856014,48.0190336158,15
MAN170009,0.1870856014,48.0190336158,16
MAN170009,0.1873553536,48.0212965416,17
MAN170009,0.1873553536,48.0212965416,18
MAN170009,0.1874569608,48.0230795951,19
MAN170009,0.1874569608,48.0230795951,20
MAN170009,0.1873557024,48.0242472029,21
MAN170009,0.1873557024,48.0242472029,22
MAN170009,0.1846971811,48.0246571698,23
MAN170009,0.1846971811,48.0246571698,24
MAN170009,0.1827425832,48.0252329566,25
MAN170009,0.1827425832,48.0252329566,26
MAN170009,0.1824550543,48.0270178515,27
MAN900005,0.2216368114,47.9559533856,0
MAN900005,0.2157218076,47.94351252,1
MAN900006,0.2157218076,47.94351252,0
MAN900006,0.2259950723,47.955141509,1
MANT30004,0.1632304552,47.9504473246,0
MANT30004,0.1654269171,47.9527192144,1
MANT30004,0.1654269171,47.9527192144,2
MANT30004,0.1654269171,47.9527192144,3
MANT30004,0.1654269171,47.9527192144,4
MANT30004,0.1659276893,47.9564979599,5
MANT30004,0.1659276893,47.9564979599,6
MANT30004,0.1659276893,47.9564979599,7
MANT30004,0.1659276893,47.9564979599,8
MANT30004,0.1655202927,47.9602148578,9
MANT30004,0.1655202927,47.9602148578,10
MANT30004,0.1655202927,47.9602148578,11
MANT30004,0.1655202927,47.9602148578,12
MANT30004,0.1617821529,47.9654442096,13
MANT30004,0.1617821529,47.9654442096,14
MANT30004,0.1617821529,47.9654442096,15
MANT30004,0.1617821529,47.9654442096,16
MANT30004,0.1603724979,47.9674691377,17
MANT30004,0.1603724979,47.9674691377,18
MANT30004,0.1603724979,47.9674691377,19
MANT30004,0.1603724979,47.9674691377,20
MANT30004,0.1596138879,47.9702708476,21
MANT30004,0.1596138879,47.9702708476,22
MANT30004,0.1596138879,47.9702708476,23
MANT30004,0.1596138879,47.9702708476,24
MANT30004,0.158722839,47.9733579638,25
MANT30004,0.158722839,47.9733579638,26
MANT30004,0.158722839,47.9733579638,27
MANT30004,0.158722839,47.9733579638,28
MANT30004,0.1680967095,47.9763928885,29
