stop_id,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding
StopPoint:MANCAR1,"Carcassonne","",47.974575,0.233189,,,0,StopArea:MANPLA_CARCA,1
StopPoint:MANRRU1,"Rue de Ruaudin","",47.972851,0.231235,,,0,StopArea:MANPLA_RUEDE,1
StopPoint:MANCON1,"Contrexeville","",47.970436,0.227018,,,0,StopArea:MANPLA_CONTR,1
StopPoint:MANLGU1,"Léon Guet","",47.967667,0.223056,,,0,StopArea:MANPLA_LEONG,0
StopPoint:MANYOK1,"Yokel","",47.966095,0.220855,,,0,StopArea:MANPLA_YOKEL,0
StopPoint:MANGUT1,"Guetteloup","",47.96545,0.222957,,,0,StopArea:MANPLA_GUETT,1
StopPoint:MANLGU2,"Léon Guet","",47.968018,0.223658,,,0,StopArea:MANPLA_LEONG,0
StopPoint:MANCON2,"Contrexeville","",47.970646,0.227317,,,0,StopArea:MANPLA_CONTR,1
StopPoint:MANRRU2,"Rue de Ruaudin","",47.972546,0.230885,,,0,StopArea:MANPLA_RUEDE,1
StopPoint:MANCAR2,"Carcassonne","",47.974194,0.232909,,,0,StopArea:MANPLA_CARCA,1
StopPoint:MANPLT2,"Platanes","",47.979008,0.234499,,,0,StopArea:MANPLA_PLATA,1
StopPoint:MANESC2,"ESCRA","",47.980999,0.233589,,,0,StopArea:MANPLA_ESCRA,1
StopPoint:MANPYR2,"Pyrénées","",47.992771,0.2254,,,0,StopArea:MANPLA_PYREN,1
StopPoint:MANBOL3,"Bollée","",47.997887,0.223306,,,0,StopArea:MANPLA_BOLLE,1
StopPoint:MANMRV1,"Marivaux","",47.999367,0.227991,,,0,StopArea:MANPLA_MARIV,1
StopPoint:MANAPO1,"Guillaume Apollinaire","",47.999973,0.231653,,,0,StopArea:MANPLA_GUILL,1
StopPoint:MANPRU1,"Sully Prudhomme","",48.001648,0.230902,,,0,StopArea:MANPLA_SULLY,1
StopPoint:MANDEV1,"Alfred de Vigny","",48.002182,0.227557,,,0,StopArea:MANPLA_ALFRE,1
StopPoint:MANCHB1,"Charbonnière","",48.003082,0.230604,,,0,StopArea:MANPLA_CHARB,1
StopPoint:MANGAZ3,"Gazonfier","",48.005787,0.227909,,,0,StopArea:MANPLA_GAZON,0
StopPoint:MANARD3,"Ardoise","",48.008816,0.227248,,,0,StopArea:MANPLA_ARDOI,1
StopPoint:MANPDX2,"Perdrix","",48.010529,0.225346,,,0,StopArea:MANPLA_PERDR,1
StopPoint:MANBRZ2,"Savorgnan de Brazza","",48.011932,0.223936,,,0,StopArea:MANPLA_SAVOR,0
StopPoint:MANBRN2,"Tristan Bernard","",48.013187,0.222692,,,0,StopArea:MANPLA_TRIST,1
StopPoint:MANZAM4,"Zamenhof","",48.017178,0.218979,,,0,StopArea:MANPLA_ZAMEN,1
StopPoint:MANPMA1,"Parc Manceau","",48.03244,0.181455,,,0,StopArea:MANPLA_PARCM,1
StopPoint:MANSAU1,"Charles Sauria","",48.034637,0.179528,,,0,StopArea:MANPLA_CHARL,1
StopPoint:MANLVE3,"Les Verts","",48.038189,0.176924,,,0,StopArea:MANPLA_LESVE,1
StopPoint:MANDLA2,"Émile Delahaye","",48.038315,0.17263,,,0,StopArea:MANPLA_EMDEL,1
StopPoint:MANDEL1,"Louis Delage","",48.035713,0.173529,,,0,StopArea:MANPLA_LOUIS,1
StopPoint:MANPAN1,"Panhard","",48.032375,0.174323,,,0,StopArea:MANPLA_PANHA,1
StopPoint:MANCTR1,"Citroën","",48.029873,0.171837,,,0,StopArea:MANPLA_CITRO,0
StopPoint:MANFOU1,"Foucault","",48.026249,0.175392,,,0,StopArea:MANPLA_FUCAU,0
StopPoint:MANZIN1,"Zone Industrielle Nord","",48.024372,0.177119,,,0,StopArea:MANPLA_ZIN,0
StopPoint:MANEDI1,"Thomas Edison","",48.02499,0.179789,,,0,StopArea:MANPLA_THOMA,1
StopPoint:MANBCI1,"Blanchisserie","",48.01503,0.197358,,,0,StopArea:MANPLA_BLANC,1
StopPoint:MANBPA1,"Bon Pasteur","",48.013077,0.197719,,,0,StopArea:MANPLA_BONPA,1
StopPoint:MANSCH1,"Ledru-Rollin","",48.010288,0.19495,,,0,StopArea:MANPLA_LEDRU,0
StopPoint:MANPRF1,"Préfecture","",48.001492,0.197492,,,0,StopArea:MANPLA_PREFE,1
StopPoint:MANPDG2,"Palais des Congrès","",47.999794,0.192106,,,0,StopArea:MANPLA_PALAI,1
StopPoint:MANGAR1,"Gares","",47.996075,0.192378,,,0,StopArea:MANPLA_GAREN,1
StopPoint:MANCRE2,"Carel Mutualité","",47.991138,0.198515,,,0,StopArea:MANPLA_CAREL,1
StopPoint:MANMIR2,"Miroir","",47.989643,0.199809,,,0,StopArea:MANPLA_MIROI,0
StopPoint:MANFEY1,"Feydeau","",47.988323,0.201041,,,0,StopArea:MANPLA_FEYDE,0
StopPoint:MANPRE1,"Préau","",47.98735,0.202836,,,0,StopArea:MANPLA_PREAU,0
StopPoint:MANBAR1,"Bara","",47.985352,0.204659,,,0,StopArea:MANPLA_RBARA,0
StopPoint:MANSTM3,"St-Martin","",47.98595,0.208575,,,0,StopArea:MANPLA_STMAR,1
StopPoint:MANBAR2,"Bara","",47.985142,0.205083,,,0,StopArea:MANPLA_RBARA,1
StopPoint:MANPRE2,"Préau","",47.987377,0.202916,,,0,StopArea:MANPLA_PREAU,0
StopPoint:MANMIR1,"Miroir","",47.98975,0.198692,,,0,StopArea:MANPLA_MIROI,1
StopPoint:MANCRE1,"Carel Mutualité","",47.9916,0.198081,,,0,StopArea:MANPLA_CAREL,1
StopPoint:MANMED1,"Mediathèque","",48.002464,0.192451,,,0,StopArea:MANPLA_MEDIA,1
StopPoint:MANHAL1,"Les Halles","",48.004608,0.193679,,,0,StopArea:MANPLA_LESHA,1
StopPoint:MANSCH2,"Ledru-Rollin","",48.010216,0.194859,,,0,StopArea:MANPLA_LEDRU,0
StopPoint:MANBPA2,"Bon Pasteur","",48.012455,0.197221,,,0,StopArea:MANPLA_BONPA,1
StopPoint:MANBCI2,"Blanchisserie","",48.015488,0.196844,,,0,StopArea:MANPLA_BLANC,1
StopPoint:MANCIO1,"Cimetière Ouest","",48.017666,0.192451,,,0,StopArea:MANPLA_CIMOU,1
StopPoint:MANEDI2,"Thomas Edison","",48.025093,0.179583,,,0,StopArea:MANPLA_THOMA,1
StopPoint:MANZIN2,"Zone Industrielle Nord","",48.024708,0.176783,,,0,StopArea:MANPLA_ZIN,1
StopPoint:MANFOU2,"Foucault","",48.026535,0.1753,,,0,StopArea:MANPLA_FUCAU,0
StopPoint:MANCTR2,"Citroën","",48.03017,0.171852,,,0,StopArea:MANPLA_CITRO,0
StopPoint:MANPAN2,"Panhard","",48.03286,0.174357,,,0,StopArea:MANPLA_PANHA,1
StopPoint:MANDEL2,"Louis Delage","",48.036476,0.173363,,,0,StopArea:MANPLA_LOUIS,1
StopPoint:MANDLA3,"Émile Delahaye","",48.038525,0.172689,,,0,StopArea:MANPLA_EMDEL,1
StopPoint:MANLVE2,"Les Verts","",48.038193,0.17678,,,0,StopArea:MANPLA_LESVE,0
StopPoint:MANSAU2,"Charles Sauria","",48.034569,0.179692,,,0,StopArea:MANPLA_CHARL,1
StopPoint:MANNO04,"Novaxud","",47.994339,0.185546,,,0,StopArea:MANPLA_NOVAX,1
StopPoint:MANPE04,"Pêcheurs","",47.989922,0.182121,,,0,StopArea:MANPLA_PECHE,1
StopPoint:MANMAN1,"Nelson Mandela","",47.986839,0.181255,,,0,StopArea:MANPLA_NELSO,1
StopPoint:MANSPO1,"Spoutnik","",47.983471,0.183524,,,0,StopArea:MANPLA_SPOUT,0
StopPoint:MANRPI1,"Renault","",47.980568,0.178926,,,0,StopArea:MANPLA_RENAU,0
StopPoint:MANPIF1,"Pierre Piffault","",47.978783,0.177592,,,0,StopArea:MANPLA_PIERR,0
StopPoint:MANSET1,"SETRAM","",47.976929,0.176207,,,0,StopArea:MANPLA_SETRA,0
StopPoint:MANBES1,"Bessemer","",47.972527,0.176575,,,0,StopArea:MANPLA_BESSE,1
StopPoint:MANFCD1,"Foucaudière","",47.969666,0.180309,,,0,StopArea:MANPLA_FOUCA,0
StopPoint:MANEQU1,"Équipement","",47.967037,0.18331,,,0,StopArea:MANPLA_EQUIP,0
StopPoint:MANCAB1,"Calberson","",47.965485,0.184834,,,0,StopArea:MANPLA_CALBE,0
StopPoint:MANABA1,"Abattoirs","",47.961258,0.185019,,,0,StopArea:MANPLA_ABATT,0
StopPoint:MANFAR1,"Faraday","",47.960381,0.178907,,,0,StopArea:MANPLA_FARAD,1
StopPoint:MANBEC1,"Becquerel","",47.96328,0.177074,,,0,StopArea:MANPLA_BECQU,0
StopPoint:MANZIS1,"Zone Industrielle Sud","",47.96418,0.179984,,,0,StopArea:MANPLA_ZIS,0
StopPoint:MANJAQ1,"Jacquard","",47.965034,0.184477,,,0,StopArea:MANPLA_JCQUA,0
StopPoint:MANSTJ1,"St-Julien","",47.961132,0.186377,,,0,StopArea:MANPLA_STJUL,0
StopPoint:MANMNI1,"Monier","",47.953701,0.184551,,,0,StopArea:MANPLA_MONIE,0
StopPoint:MANRNC1,"Renoncules","",47.95055,0.188228,,,0,StopArea:MANPLA_RENON,0
StopPoint:MANETG1,"Étang","",47.946384,0.186335,,,0,StopArea:MANPLA_ETANG,0
StopPoint:MANRNC2,"Renoncules","",47.95005,0.188436,,,0,StopArea:MANPLA_RENON,0
StopPoint:MANMNI2,"Monier","",47.953747,0.184549,,,0,StopArea:MANPLA_MONIE,0
StopPoint:MANSTJ2,"St-Julien","",47.961159,0.18647,,,0,StopArea:MANPLA_STJUL,0
StopPoint:MANCAB2,"Calberson","",47.964794,0.185451,,,0,StopArea:MANPLA_CALBE,0
StopPoint:MANEQU2,"Équipement","",47.967403,0.183054,,,0,StopArea:MANPLA_EQUIP,0
StopPoint:MANFCD2,"Foucaudière","",47.969551,0.180582,,,0,StopArea:MANPLA_FOUCA,0
StopPoint:MANBES2,"Bessemer","",47.973305,0.175726,,,0,StopArea:MANPLA_BESSE,0
StopPoint:MANSET2,"SETRAM","",47.976376,0.175895,,,0,StopArea:MANPLA_SETRA,1
StopPoint:MANPIF2,"Pierre Piffault","",47.97879,0.177658,,,0,StopArea:MANPLA_PIERR,0
StopPoint:MANRPI2,"Renault","",47.981552,0.180118,,,0,StopArea:MANPLA_RENAU,0
StopPoint:MANSPO2,"Spoutnik","",47.983166,0.183188,,,0,StopArea:MANPLA_SPOUT,1
StopPoint:MANMAN2,"Nelson Mandela","",47.987099,0.18166,,,0,StopArea:MANPLA_NELSO,1
StopPoint:MANPE03,"Pêcheurs","",47.990051,0.182277,,,0,StopArea:MANPLA_PECHE,1
StopPoint:MANNO03,"Novaxud","",47.994469,0.185715,,,0,StopArea:MANPLA_NOVAX,1
StopPoint:MANBRA1,"Domaine de Beauregard","",47.998138,0.171183,,,0,StopArea:MANPLA_DOMAI,1
StopPoint:MANMRE2,"Moreau","",47.998661,0.169754,,,0,StopArea:MANPLA_MOREA,0
StopPoint:MANRCI1,"Racine","",48.000019,0.170141,,,0,StopArea:MANPLA_RACIN,1
StopPoint:MANCBR2,"Chateaubriand","",48.001492,0.171407,,,0,StopArea:MANPLA_CHATE,1
StopPoint:MANBEM2,"Beaumarchais","",48.003834,0.171579,,,0,StopArea:MANPLA_BEAUM,0
StopPoint:MANPIP2,"Pipèche","",48.003994,0.173919,,,0,StopArea:MANPLA_PIPEC,0
StopPoint:MANBGE2,"Bourges","",48.004894,0.179485,,,0,StopArea:MANPLA_BOURG,0
StopPoint:MANSAF2,"Saffray","",48.007088,0.180226,,,0,StopArea:MANPLA_SAFFR,0
StopPoint:MANMUR1,"Mûriers","",48.011726,0.186405,,,0,StopArea:MANPLA_MURIE,1
StopPoint:MANBTT1,"Bouttié","",48.011375,0.18894,,,0,StopArea:MANPLA_BOUTT,1
StopPoint:MANETO1,"Étoile","",48.006031,0.20204,,,0,StopArea:MANPLA_ETOIL,0
StopPoint:MANGLA2,"Gladiateurs","",48.007309,0.203584,,,0,StopArea:MANPLA_GLADI,0
StopPoint:MANJAR2,"Jardin des Plantes","",48.008003,0.208154,,,0,StopArea:MANPLA_JPLAN,1
StopPoint:MANBDT2,"Bardet","",48.008564,0.214324,,,0,StopArea:MANPLA_BARDE,1
StopPoint:MANYZE2,"Yzeux","",48.005219,0.217784,,,0,StopArea:MANPLA_YZEUX,1
StopPoint:MANSOL2,"Solitude","",48.003983,0.220541,,,0,StopArea:MANPLA_SOLIT,1
StopPoint:MANLBE2,"Lambert","",48.005768,0.221247,,,0,StopArea:MANPLA_LAMBE,0
StopPoint:MANCYG2,"Cygnes","",48.007313,0.224121,,,0,StopArea:MANPLA_CYGNE,0
StopPoint:MANARD2,"Ardoise","",48.008781,0.22682,,,0,StopArea:MANPLA_ARDOI,1
StopPoint:MANCLA2,"Clairefontaine","",48.01519,0.226017,,,0,StopArea:MANPLA_CLAIR,1
StopPoint:MANVLE2,"Valence","",48.015396,0.228034,,,0,StopArea:MANPLA_VALEN,1
StopPoint:MANVIL2,"Villaret","",48.015602,0.230345,,,0,StopArea:MANPLA_VILLA,0
StopPoint:MANAGA1,"Agadir","",48.018707,0.230556,,,0,StopArea:MANPLA_AGADI,1
StopPoint:MANBAE1,"Barcelone","",48.019382,0.227499,,,0,StopArea:MANPLA_BARCE,0
StopPoint:MANZAM2,"Zamenhof","",48.017731,0.217763,,,0,StopArea:MANPLA_ZAMEN,1
StopPoint:MANKAB3,"Kaboul","",48.019035,0.223772,,,0,StopArea:MANPLA_KABOU,1
StopPoint:MANBAE2,"Barcelone","",48.01918,0.226327,,,0,StopArea:MANPLA_BARCE,0
StopPoint:MANAGA2,"Agadir","",48.01815,0.230645,,,0,StopArea:MANPLA_AGADI,1
StopPoint:MANVIL1,"Villaret","",48.015434,0.23007,,,0,StopArea:MANPLA_VILLA,1
StopPoint:MANVLE1,"Valence","",48.015457,0.227843,,,0,StopArea:MANPLA_VALEN,1
StopPoint:MANCLA1,"Clairefontaine","",48.01524,0.225814,,,0,StopArea:MANPLA_CLAIR,1
StopPoint:MANCYG1,"Cygnes","",48.007446,0.224156,,,0,StopArea:MANPLA_CYGNE,0
StopPoint:MANLBE1,"Lambert","",48.005714,0.220927,,,0,StopArea:MANPLA_LAMBE,0
StopPoint:MANSOL1,"Solitude","",48.004524,0.219728,,,0,StopArea:MANPLA_SOLIT,1
StopPoint:MANYZE1,"Yzeux","",48.005836,0.217719,,,0,StopArea:MANPLA_YZEUX,1
StopPoint:MANBDT1,"Bardet","",48.008598,0.214296,,,0,StopArea:MANPLA_BARDE,1
StopPoint:MANJAR1,"Jardin des Plantes","",48.008038,0.207174,,,0,StopArea:MANPLA_JPLAN,0
StopPoint:MANGLA1,"Gladiateurs","",48.007416,0.202668,,,0,StopArea:MANPLA_GLADI,1
StopPoint:MANBTT2,"Bouttié","",48.01157,0.188235,,,0,StopArea:MANPLA_BOUTT,1
StopPoint:MANMUR2,"Mûriers","",48.011921,0.185271,,,0,StopArea:MANPLA_MURIE,1
StopPoint:MANSAF1,"Saffray","",48.006733,0.180013,,,0,StopArea:MANPLA_SAFFR,0
StopPoint:MANBGE1,"Bourges","",48.005066,0.179411,,,0,StopArea:MANPLA_BOURG,0
StopPoint:MANPIP1,"Pipèche","",48.004009,0.173931,,,0,StopArea:MANPLA_PIPEC,0
StopPoint:MANBEM1,"Beaumarchais","",48.003582,0.171268,,,0,StopArea:MANPLA_BEAUM,0
StopPoint:MANCBR1,"Chateaubriand","",48.001648,0.171213,,,0,StopArea:MANPLA_CHATE,1
StopPoint:MANADR1,"Ardriers","",48.001198,0.169677,,,0,StopArea:MANPLA_ARDRI,1
StopPoint:MANMRE1,"Moreau","",47.998535,0.169773,,,0,StopArea:MANPLA_MOREA,0
StopPoint:MANCAD1,"Le Cadran","",48.020645,0.172002,,,0,StopArea:MANPLA_LECAD,1
StopPoint:MANCRT1,"Jacques Cartier","",48.022808,0.170196,,,0,StopArea:MANPLA_JCART,0
StopPoint:MANSUR1,"Surcouf","",48.024544,0.170809,,,0,StopArea:MANPLA_SURCO,0
StopPoint:MANSTV1,"St-Vincent","",48.011185,0.19911,,,0,StopArea:MANPLA_STVIN,0
StopPoint:MANBAN1,"Banjan","",48.016243,0.20219,,,0,StopArea:MANPLA_BANJA,1
StopPoint:MANPAL1,"Palmiers","",48.018875,0.20156,,,0,StopArea:MANPLA_PALMI,1
StopPoint:MANSMI1,"St-Michel","",48.021431,0.201684,,,0,StopArea:MANPLA_STMIC,1
StopPoint:MANCRN1,"Corneille","",48.019062,0.198442,,,0,StopArea:MANPLA_CORNE,1
StopPoint:MANNIC2,"Nice","",48.022282,0.196447,,,0,StopArea:MANPLA_RNICE,0
StopPoint:MANHEN2,"Hendaye","",48.024166,0.197095,,,0,StopArea:MANPLA_HENDA,0
StopPoint:MANBAU1,"La Baule","",48.024158,0.201265,,,0,StopArea:MANPLA_LABAU,0
StopPoint:MANCLO1,"Closerie","",48.031319,0.210082,,,0,StopArea:MANPLA_CLOSE,1
StopPoint:MANBAU2,"La Baule","",48.02422,0.201035,,,0,StopArea:MANPLA_LABAU,0
StopPoint:MANHEN1,"Hendaye","",48.024189,0.197375,,,0,StopArea:MANPLA_HENDA,0
StopPoint:MANNIC1,"Nice","",48.022041,0.196631,,,0,StopArea:MANPLA_RNICE,0
StopPoint:MANSMI2,"St-Michel","",48.021423,0.201618,,,0,StopArea:MANPLA_STMIC,1
StopPoint:MANPAL2,"Palmiers","",48.018749,0.201498,,,0,StopArea:MANPLA_PALMI,1
StopPoint:MANBAN2,"Banjan","",48.016151,0.202126,,,0,StopArea:MANPLA_BANJA,1
StopPoint:MANSTV2,"St-Vincent","",48.010281,0.199401,,,0,StopArea:MANPLA_STVIN,1
StopPoint:MANSUR2,"Surcouf","",48.024319,0.170818,,,0,StopArea:MANPLA_SURCO,0
StopPoint:MANCRT2,"Jacques Cartier","",48.022438,0.170118,,,0,StopArea:MANPLA_JCART,0
StopPoint:MANMAD2,"Madon","",47.961887,0.203625,,,0,StopArea:MANPLA_MADON,1
StopPoint:MANMOR2,"Morane","",47.964275,0.205752,,,0,StopArea:MANPLA_MORAN,1
StopPoint:MANRNE1,"Raineries","",47.9636,0.208338,,,0,StopArea:MANPLA_RAINE,1
StopPoint:MANCSU2,"Cimetière Sud","",47.965023,0.209405,,,0,StopArea:MANPLA_CIMSU,1
StopPoint:MANANG2,"David d'Angers","",47.966019,0.210062,,,0,StopArea:MANPLA_DAVID,1
StopPoint:MANJSO2,"Jardin du Souvenir","",47.965603,0.212932,,,0,StopArea:MANPLA_JARDI,1
StopPoint:MANVGA2,"Vert Galant","",47.96685,0.214743,,,0,StopArea:MANPLA_VERTG,0
StopPoint:MANBLA2,"Bel Air","",47.969315,0.214216,,,0,StopArea:MANPLA_BELAI,1
StopPoint:MANFRS2,"Fresnellerie","",47.969784,0.210419,,,0,StopArea:MANPLA_FRESN,1
StopPoint:MANREM2,"Rembrandt","",47.971561,0.21162,,,0,StopArea:MANPLA_REMBR,0
StopPoint:MANGOG2,"Van Gogh","",47.971336,0.213759,,,0,StopArea:MANPLA_VANGO,0
StopPoint:MANGLO2,"Glonnières - Centre Sud","",47.972588,0.216643,,,0,StopArea:MANPLA_GLONN,1
StopPoint:MANVGY2,"Vauguyon","",47.975574,0.220716,,,0,StopArea:MANPLA_VAUGU,1
StopPoint:MANMON2,"Monet","",47.975243,0.224173,,,0,StopArea:MANPLA_MONET,1
StopPoint:MANMIL2,"Millet","",47.973415,0.22308,,,0,StopArea:MANPLA_MILLE,0
StopPoint:MANLSO1,"Les Sources","",47.972404,0.22158,,,0,StopArea:MANPLA_LESOU,1
StopPoint:MANCRB1,"Courbet","",47.969517,0.223451,,,0,StopArea:MANPLA_COURB,1
StopPoint:MANGRN2,"Grenoble","",47.976719,0.23376,,,0,StopArea:MANPLA_GRENO,1
StopPoint:MANBRU2,"Bruyères","",47.977325,0.231525,,,0,StopArea:MANPLA_BRUYE,0
StopPoint:MANMPL2,"Marcel Paul","",47.978138,0.228639,,,0,StopArea:MANPLA_MARPL,1
StopPoint:MANDOM2,"Deux Ormeaux","",47.979225,0.224629,,,0,StopArea:MANPLA_DEUXO,1
StopPoint:MANBIG2,"Bigarreaux","",47.980053,0.221689,,,0,StopArea:MANPLA_BIGAR,0
StopPoint:MANARV2,"Archives Départementales","",47.981365,0.205195,,,0,StopArea:MANPLA_ARCHI,1
StopPoint:MANCLV1,"Collectivité","",47.977997,0.2015,,,0,StopArea:MANPLA_COLVT,0
StopPoint:MANRSS2,"Rousseau","",47.976555,0.202375,,,0,StopArea:MANPLA_ROUSS,1
StopPoint:MANPAP2,"Papin","",47.973557,0.199161,,,0,StopArea:MANPLA_PAPIN,0
StopPoint:MANBRY2,"Berry","",47.971077,0.198404,,,0,StopArea:MANPLA_BERRY,1
StopPoint:MANHUC2,"Huchepie","",47.968098,0.197413,,,0,StopArea:MANPLA_HUCHE,1
StopPoint:MANNOG2,"Noguès","",47.963009,0.196641,,,0,StopArea:MANPLA_NOGUE,1
StopPoint:MANOAI5,"Oasis - Centre des Expositions","",47.960632,0.200434,,,0,StopArea:MANPLA_OASIS,1
StopPoint:MANOAI1,"Oasis - Centre des Expositions","",47.960606,0.200395,,,0,StopArea:MANPLA_OASIS,1
StopPoint:MANNOG1,"Noguès","",47.96413,0.19744,,,0,StopArea:MANPLA_NOGUE,0
StopPoint:MANHUC1,"Huchepie","",47.967884,0.197395,,,0,StopArea:MANPLA_HUCHE,1
StopPoint:MANBRY1,"Berry","",47.970425,0.198243,,,0,StopArea:MANPLA_BERRY,1
StopPoint:MANPAP1,"Papin","",47.974239,0.199642,,,0,StopArea:MANPLA_PAPIN,0
StopPoint:MANRSS1,"Rousseau","",47.976059,0.201846,,,0,StopArea:MANPLA_ROUSS,0
StopPoint:MANCOU1,"Courard","",47.978012,0.203335,,,0,StopArea:MANPLA_COURA,0
StopPoint:MANARV1,"Archives Départementales","",47.981243,0.205388,,,0,StopArea:MANPLA_ARCHI,1
StopPoint:MANCUG1,"Cugnot","",47.981472,0.216487,,,0,StopArea:MANPLA_CUGNO,1
StopPoint:MANBIG1,"Bigarreaux","",47.98,0.221691,,,0,StopArea:MANPLA_BIGAR,0
StopPoint:MANDOM1,"Deux Ormeaux","",47.978893,0.225527,,,0,StopArea:MANPLA_DEUXO,1
StopPoint:MANMPL1,"Marcel Paul","",47.978039,0.228656,,,0,StopArea:MANPLA_MARPL,1
StopPoint:MANBRU1,"Bruyères","",47.976959,0.232518,,,0,StopArea:MANPLA_BRUYE,0
StopPoint:MANCRB2,"Courbet","",47.969597,0.223528,,,0,StopArea:MANPLA_COURB,1
StopPoint:MANLSO2,"Les Sources","",47.972267,0.221934,,,0,StopArea:MANPLA_LESOU,1
StopPoint:MANMIL1,"Millet","",47.973816,0.223828,,,0,StopArea:MANPLA_MILLE,1
StopPoint:MANMON1,"Monet","",47.975113,0.224486,,,0,StopArea:MANPLA_MONET,1
StopPoint:MANVGY1,"Vauguyon","",47.975632,0.220754,,,0,StopArea:MANPLA_VAUGU,1
StopPoint:MANGLO1,"Glonnières - Centre Sud","",47.972164,0.216673,,,0,StopArea:MANPLA_GLONN,1
StopPoint:MANFAL1,"Falconet","",47.97131,0.215689,,,0,StopArea:MANPLA_FALCO,0
StopPoint:MANGOG1,"Van Gogh","",47.971413,0.213837,,,0,StopArea:MANPLA_VANGO,0
StopPoint:MANREM1,"Rembrandt","",47.971603,0.211498,,,0,StopArea:MANPLA_REMBR,1
StopPoint:MANFRS1,"Fresnellerie","",47.96936,0.210932,,,0,StopArea:MANPLA_FRESN,1
StopPoint:MANBLA1,"Bel Air","",47.968712,0.214789,,,0,StopArea:MANPLA_BELAI,1
StopPoint:MANVGA1,"Vert Galant","",47.966576,0.214487,,,0,StopArea:MANPLA_VERTG,0
StopPoint:MANJSO1,"Jardin du Souvenir","",47.965626,0.213239,,,0,StopArea:MANPLA_JARDI,1
StopPoint:MANANG1,"David d'Angers","",47.966045,0.210154,,,0,StopArea:MANPLA_DAVID,1
StopPoint:MANCSU1,"Cimetière Sud","",47.964481,0.20924,,,0,StopArea:MANPLA_CIMSU,1
StopPoint:MANMOR1,"Morane","",47.964211,0.205661,,,0,StopArea:MANPLA_MORAN,1
StopPoint:MANMAD1,"Madon","",47.961933,0.203744,,,0,StopArea:MANPLA_MADON,1
StopPoint:MANOAI4,"Oasis - Centre des Expositions","",47.960613,0.200408,,,0,StopArea:MANPLA_OASIS,1
StopPoint:MANACA2,"Auchan","",48.042439,0.175407,,,0,StopArea:MANPLA_AUCHA,1
StopPoint:MANFRE1,"Frères Renault","",48.041931,0.17157,,,0,StopArea:MANPLA_FRERE,1
StopPoint:MANDEL3,"Louis Delage","",48.036465,0.17329,,,0,StopArea:MANPLA_LOUIS,1
StopPoint:MANEPE4,"Éperon","",48.005352,0.19491,,,0,StopArea:MANPLA_EPERO,1
StopPoint:MANABR1,"Aubrac","",47.993336,0.22385,,,0,StopArea:MANPLA_AUBRA,1
StopPoint:MANBLU1,"Léon Blum","",47.995476,0.227771,,,0,StopArea:MANPLA_LEONB,1
StopPoint:MANESP1,"Espal","",47.994629,0.234171,,,0,StopArea:MANPLA_ESPAL,1
StopPoint:MANGUE1,"Gué Bernisson","",47.992043,0.237531,,,0,StopArea:MANPLA_GUEBE,1
StopPoint:MANARC1,"Arche de la Nature","",47.987427,0.243343,,,0,StopArea:MANPLA_ARCHE,1
StopPoint:MANCLI1,"Californie","",47.984718,0.240315,,,0,StopArea:MANPLA_CALIF,1
StopPoint:MANCFA2,"CFA","",47.983063,0.233413,,,0,StopArea:MANPLA_CECFA,0
StopPoint:MANCFA1,"CFA","",47.983246,0.233942,,,0,StopArea:MANPLA_CECFA,0
StopPoint:MANCLI2,"Californie","",47.984642,0.240144,,,0,StopArea:MANPLA_CALIF,1
StopPoint:MANARC2,"Arche de la Nature","",47.988213,0.243566,,,0,StopArea:MANPLA_ARCHE,1
StopPoint:MANGUE2,"Gué Bernisson","",47.992352,0.23713,,,0,StopArea:MANPLA_GUEBE,1
StopPoint:MANESP2,"Espal","",47.994701,0.234155,,,0,StopArea:MANPLA_ESPAL,1
StopPoint:MANBLU2,"Léon Blum","",47.995502,0.22773,,,0,StopArea:MANPLA_LEONB,1
StopPoint:MANSUI1,"Suisse","",47.994286,0.226197,,,0,StopArea:MANPLA_SUISS,1
StopPoint:MANGAZ1,"Gazonfier","",48.005421,0.227038,,,0,StopArea:MANPLA_GAZON,1
StopPoint:MANPRF2,"Préfecture","",48.00103,0.197739,,,0,StopArea:MANPLA_PREFE,1
StopPoint:MANHUG1,"Victor Hugo","",47.999199,0.199944,,,0,StopArea:MANPLA_VICTO,0
StopPoint:MANFUI1,"La Fuie","",47.997952,0.200625,,,0,StopArea:MANPLA_LAFUI,1
StopPoint:MANVIA1,"Viaducs","",47.992981,0.204297,,,0,StopArea:MANPLA_VIADU,1
StopPoint:MANWAS2,"Washington","",47.996056,0.203114,,,0,StopArea:MANPLA_WASHI,1
StopPoint:MANCHZ1,"Chanzy","",47.998455,0.203003,,,0,StopArea:MANPLA_CHANZ,0
StopPoint:MANIFS1,"Ifs","",48.00119,0.202678,,,0,StopArea:MANPLA_RUIFS,0
StopPoint:MANSTG1,"St-Georges","",47.983685,0.151395,,,0,StopArea:MANPLA_STGEO,1
StopPoint:MANMGU1,"Montaigu","",47.984058,0.156485,,,0,StopArea:MANPLA_MONTA,1
StopPoint:MANLCL1,"Le Clos","",47.98526,0.162091,,,0,StopArea:MANPLA_LECLO,0
StopPoint:MANLOI1,"Rue du Loir","",47.988152,0.166622,,,0,StopArea:MANPLA_RUDLO,1
